No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,2101101,SMK NEGERI 1 AMBON,60102001,N,218,58.38,39.97,29.72,42.87,"42,74",21,1,101,2018,MALUKU,AMBON
2,2101102,SMK NEGERI 2 AMBON,60101998,N,179,59.59,36.46,28.98,45.57,"42,65",21,1,102,2018,MALUKU,AMBON
3,2101103,SMK NEGERI 3 AMBON,60101987,N,317,53.31,32.57,28.24,32.96,"36,77",21,1,103,2018,MALUKU,AMBON
4,2101104,SMK NEGERI 4 AMBON,60101973,N,217,50.78,31.33,27.49,34.06,"35,92",21,1,104,2018,MALUKU,AMBON
5,2101105,SMK NEGERI 5 AMBON,60101983,N,47,59.57,40.34,28.72,42.39,"42,76",21,1,105,2018,MALUKU,AMBON
6,2101106,SMK NEGERI 6 AMBON,60103099,N,202,56.41,34.42,27.83,38.08,"39,19",21,1,106,2018,MALUKU,AMBON
7,2101107,SMK NEGERI 7 AMBON,60101997,N,162,53.58,35.86,26.47,34.48,"37,60",21,1,107,2018,MALUKU,AMBON
8,2101108,SMK PGRI AMBON,60102780,S,20,50.7,32.1,27.25,30.0,"35,01",21,1,108,2018,MALUKU,AMBON
9,2101109,SMK MUHAMMADIYAH AMBON,60102779,S,90,53.24,33.11,27.33,31.11,"36,20",21,1,109,2018,MALUKU,AMBON
10,2101110,SMK AL-WATHAN AMBON,60102778,S,45,55.02,32.27,29.17,36.22,"38,17",21,1,110,2018,MALUKU,AMBON
11,2101111,SPP PROVINSI MALUKU,60103924,N,68,55.21,38.85,31.25,39.26,"41,14",21,1,111,2018,MALUKU,AMBON
12,2101112,SMK JAYANEGARA AMBON,60103671,S,16,60.13,35.38,28.75,38.91,"40,79",21,1,112,2018,MALUKU,AMBON
13,2101113,SMK KESEHATAN AMBON,69761970,S,305,61.99,43.91,35.95,46.93,"47,20",21,1,113,2018,MALUKU,AMBON
14,2101114,SMK NEGERI 8 AMBON,69860529,N,22,49.73,61.0,43.41,38.07,"48,05",21,1,114,2018,MALUKU,AMBON
15,2101115,SUPM NEGERI WAIHERU,60104523,N,154,54.49,30.64,28.85,43.78,"39,44",21,1,115,2018,MALUKU,AMBON
16,2101116,SMK KESEHATAN FANYOSWER,69855682,S,16,56.25,37.0,25.94,37.5,"39,17",21,1,116,2018,MALUKU,AMBON
17,2101117,SMK PRIMADARMA AMBON,69867984,S,6,44.67,36.0,25.42,30.83,"34,23",21,1,117,2018,MALUKU,AMBON
18,2101118,SMK KESEHATAN TRIMURTI HUSADA AMBON,69902359,S,72,57.22,34.94,28.54,37.74,"39,61",21,1,118,2018,MALUKU,AMBON
19,2101119,SMK KESEHATAN NUSANIWE AMBON,69933074,S,47,56.13,36.09,33.83,45.11,"42,79",21,1,119,2018,MALUKU,AMBON
20,2102101,SMK PERIKANAN LUSWED TUAL,60100828,S,21,39.24,27.62,25.0,27.26,"29,78",21,2,101,2018,MALUKU,TUAL
21,2102102,SMK PELAYARAN BAHARI NUSANTARA TUAL,60100825,S,43,45.72,26.09,27.62,30.58,"32,50",21,2,102,2018,MALUKU,TUAL
22,2102103,SMK NEGERI 1 TUAL,69849370,N,87,44.41,27.59,26.75,31.18,"32,48",21,2,103,2018,MALUKU,TUAL
23,2102104,SMK KESEHATAN ROMEL TUAL,60105445,S,125,51.81,30.7,26.86,33.72,"35,77",21,2,104,2018,MALUKU,TUAL
24,2102105,SMK NEGERI TAYANDO TAM,69824469,N,21,42.1,27.05,28.1,25.83,"30,77",21,2,105,2018,MALUKU,TUAL
25,2102106,SMK NEGERI 2 TUAL,69900145,N,31,48.13,28.32,25.08,32.66,"33,55",21,2,106,2018,MALUKU,TUAL
26,2103101,SMK NEGERI 1 AMAHAI,60100352,N,15,64.4,75.47,52.67,72.67,"66,30",21,3,101,2018,MALUKU,MALUKU TENGAH
27,2103102,SMK NEGERI 1 MASOHI,60100166,N,128,53.42,31.11,28.65,35.21,"37,10",21,3,102,2018,MALUKU,MALUKU TENGAH
28,2103103,SMK NEGERI 1 SAPARUA,60100168,N,53,43.19,27.06,28.87,30.09,"32,30",21,3,103,2018,MALUKU,MALUKU TENGAH
29,2103104,SMK MUHAMMADIYAH MASOHI,60100167,S,48,61.92,43.38,35.68,61.82,"50,70",21,3,104,2018,MALUKU,MALUKU TENGAH
30,2103105,SMK NEGERI 1 BANDA,60100189,N,39,56.36,43.64,35.0,48.97,"45,99",21,3,105,2018,MALUKU,MALUKU TENGAH
31,2103106,SMK NEGERI 1 LEIHITU,60102251,N,80,67.55,76.6,76.13,78.91,"74,80",21,3,106,2018,MALUKU,MALUKU TENGAH
32,2103107,SMK RIJALI SALAHUTU,60105434,S,28,69.57,68.93,61.96,66.25,"66,68",21,3,107,2018,MALUKU,MALUKU TENGAH
33,2103108,SMK NEGERI 1 SERAM UTARA TIMUR SETI,60103508,N,14,75.71,72.29,66.25,78.39,"73,16",21,3,108,2018,MALUKU,MALUKU TENGAH
34,2103109,SMK PAMAHANUNUSA MASOHI,60103613,S,68,47.65,57.56,25.18,62.54,"48,23",21,3,109,2018,MALUKU,MALUKU TENGAH
35,2103110,SMK NEGERI 2 SAPARUA,60103663,N,27,71.93,60.15,74.35,63.98,"67,60",21,3,110,2018,MALUKU,MALUKU TENGAH
36,2103111,SMK NEGERI SERAM UTARA BARAT,60103612,N,2,41.0,55.0,27.5,68.75,"48,06",21,3,111,2018,MALUKU,MALUKU TENGAH
37,2103112,SMK NEGERI TELUK ELPAPUTIH,69831987,N,22,64.36,76.64,73.75,67.05,"70,45",21,3,112,2018,MALUKU,MALUKU TENGAH
38,2103113,SMK NEGERI SERAM UTARA TIMUR KOBI,69831986,N,14,73.57,51.71,35.18,71.43,"57,97",21,3,113,2018,MALUKU,MALUKU TENGAH
39,2103114,SMK NEGERI NUSA LAUT,69770334,N,15,83.07,68.93,71.67,77.5,"75,29",21,3,114,2018,MALUKU,MALUKU TENGAH
40,2104101,SMK ALHILAAL NAMLEA,60100972,S,80,51.95,55.78,42.03,59.59,"52,34",21,4,101,2018,MALUKU,BURU
41,2104102,SMK NEGERI 1 BURU,60100971,N,93,68.24,57.14,53.74,53.55,"58,17",21,4,102,2018,MALUKU,BURU
42,2104103,SMK NEGERI 2 BURU,60103377,N,69,56.9,59.13,54.75,46.45,"54,31",21,4,103,2018,MALUKU,BURU
43,2104104,SMK NEGERI 3 BURU,60103630,N,55,58.36,49.89,36.36,55.41,"50,01",21,4,104,2018,MALUKU,BURU
44,2104105,SMK NEGERI 4 BURU,60103598,N,35,51.37,32.23,40.14,39.79,"40,88",21,4,105,2018,MALUKU,BURU
45,2104106,SMK NEGERI 5 BURU,69775703,N,8,45.0,34.25,25.0,36.25,"35,13",21,4,106,2018,MALUKU,BURU
46,2104107,SMK NEGERI 6 BURU,69859382,N,41,55.71,29.76,25.06,36.95,"36,87",21,4,107,2018,MALUKU,BURU
47,2104108,SMK NEGERI 7 BURU,69909613,N,31,50.84,30.06,28.47,31.05,"35,11",21,4,108,2018,MALUKU,BURU
48,2104109,SMK NEGERI 8 BURU,69950565,N,23,44.61,27.48,29.24,35.98,"34,33",21,4,109,2018,MALUKU,BURU
49,2105101,SMK NEGERI 1 LANGGUR,60100824,N,89,48.63,29.84,26.12,35.11,"34,93",21,5,101,2018,MALUKU,MALUKU TENGGARA
50,2105102,SMK SIWA LIMA ST. JOSEP LANGGUR,60100826,S,150,55.29,32.71,27.45,38.97,"38,61",21,5,102,2018,MALUKU,MALUKU TENGGARA
51,2105103,SMK PARIWISATA SANTA THERESIA LANGGUR,60100827,S,42,51.52,30.95,24.52,36.9,"35,97",21,5,103,2018,MALUKU,MALUKU TENGGARA
52,2105104,SMK NEGERI KELAUTAN  PERIKANAN KOLSER,60100823,N,44,42.82,34.86,26.14,28.69,"33,13",21,5,104,2018,MALUKU,MALUKU TENGGARA
53,2105105,SMK NEGERI OHOINOL,60103633,N,28,49.07,29.07,26.88,33.93,"34,74",21,5,105,2018,MALUKU,MALUKU TENGGARA
