No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,901021,SMK NEGERI KEHUTANAN PEKANBARU,10497348,N,96,79.29,61.85,68.88,85.45,"73,87",9,1,21,2017,RIAU,KOTA PEKANBARU
2,901101,SMK NEGERI 1 PEKANBARU,10403902,N,423,76.82,56.36,53.39,86.53,"68,28",9,1,101,2017,RIAU,KOTA PEKANBARU
3,901102,SMK NEGERI 3 PEKANBARU,10403903,N,399,66.95,41.86,32.66,81.24,"55,68",9,1,102,2017,RIAU,KOTA PEKANBARU
4,901103,SMK NEGERI 4 PEKANBARU,10403938,N,242,65.5,40.71,32.09,79.65,"54,49",9,1,103,2017,RIAU,KOTA PEKANBARU
5,901104,SMK MUHAMMADIYAH 2 PEKANBARU,10403924,S,371,70.55,43.2,40.32,82.56,"59,16",9,1,104,2017,RIAU,KOTA PEKANBARU
6,901105,SMK PGRI PEKANBARU,10404048,S,167,67.5,39.96,38.49,79.07,"56,26",9,1,105,2017,RIAU,KOTA PEKANBARU
7,901106,SMK NURUL FALAH PEKANBARU,10404045,S,125,68.94,45.34,39.94,84.57,"59,70",9,1,106,2017,RIAU,KOTA PEKANBARU
8,901107,SMK IBNUTAIMIYAH PEKANBARU,10403927,S,99,64.51,36.57,29.95,78.47,"52,38",9,1,107,2017,RIAU,KOTA PEKANBARU
9,901109,SMK EKATAMA PEKANBARU,10403937,S,42,60.43,32.71,28.33,78.15,"49,91",9,1,109,2017,RIAU,KOTA PEKANBARU
10,901110,SMK LABOR BINAAN FKIP UNRI PEKANBARU,10403919,S,172,67.14,43.87,36.64,79.71,"56,84",9,1,110,2017,RIAU,KOTA PEKANBARU
11,901111,SMK DHARMA LOKA PEKANBARU,10403932,S,88,68.68,55.05,48.84,82.93,"63,88",9,1,111,2017,RIAU,KOTA PEKANBARU
12,901112,SMK SAINTIKA PEKANBARU,10404050,S,27,61.56,31.04,28.89,76.56,"49,51",9,1,112,2017,RIAU,KOTA PEKANBARU
13,901113,SMK PERBANKAN RIAU,10404459,S,214,72.87,44.53,50.32,76.53,"61,06",9,1,113,2017,RIAU,KOTA PEKANBARU
14,901114,SMK FARMASI IKASARI YAYASAN UNRI PEKANBARU,10404458,S,277,72.17,47.85,49.95,79.88,"62,46",9,1,114,2017,RIAU,KOTA PEKANBARU
15,901115,SMK ABDURRAB PEKANBARU,10404457,S,95,75.41,48.53,59.76,81.55,"66,31",9,1,115,2017,RIAU,KOTA PEKANBARU
16,901116,SMK TIGAMA PEKANBARU,10404043,S,17,66.35,38.94,26.47,83.58,"53,84",9,1,116,2017,RIAU,KOTA PEKANBARU
17,901117,SMK YKWI PEKANBARU,10404462,S,6,52.67,26.33,29.17,72.3,"45,12",9,1,117,2017,RIAU,KOTA PEKANBARU
18,901118,SMK NEGERI PERTANIAN TERPADU PROPINSI RIAU,10494620,N,296,70.11,39.0,42.98,83.64,"58,93",9,1,118,2017,RIAU,KOTA PEKANBARU
19,901119,SMK BINA PROFESI,69786220,S,49,67.59,42.29,42.35,76.33,"57,14",9,1,119,2017,RIAU,KOTA PEKANBARU
20,901120,SMK GLOBAL,60728997,S,19,58.74,36.0,33.42,74.51,"50,67",9,1,120,2017,RIAU,KOTA PEKANBARU
21,901121,SMK KESEHATAN PRO SKILL INDONESIA,69728526,S,31,70.45,43.35,40.89,72.84,"56,88",9,1,121,2017,RIAU,KOTA PEKANBARU
22,901122,SMK UMMU AL-QURA,69758136,S,7,60.86,32.86,32.86,70.46,"49,26",9,1,122,2017,RIAU,KOTA PEKANBARU
23,901123,SMK MANAJEMEN PENERBANGAN,69754238,S,89,71.33,50.31,36.77,83.14,"60,39",9,1,123,2017,RIAU,KOTA PEKANBARU
24,901124,SMK YABRI TERPADU,69786234,S,22,62.45,37.18,28.52,72.08,"50,06",9,1,124,2017,RIAU,KOTA PEKANBARU
25,901125,SMK IT ALHISA PEKANBARU,69825151,S,18,68.56,41.0,36.67,73.47,"54,93",9,1,125,2017,RIAU,KOTA PEKANBARU
26,901126,SMK IT AL-IZHAR SCHOOL,69823293,S,6,71.67,54.33,52.08,76.9,"63,75",9,1,126,2017,RIAU,KOTA PEKANBARU
27,901201,SMK NEGERI 2 PEKANBARU,10403926,N,698,70.05,45.18,43.45,79.29,"59,49",9,1,201,2017,RIAU,KOTA PEKANBARU
28,901202,SMK NEGERI 5 PEKANBARU,10403984,N,483,68.48,40.87,40.87,77.34,"56,89",9,1,202,2017,RIAU,KOTA PEKANBARU
29,901203,SMK MUHAMMADIYAH 1 PEKANBARU,10403923,S,256,64.55,36.99,33.83,78.78,"53,54",9,1,203,2017,RIAU,KOTA PEKANBARU
30,901204,SMK TUNAS KARYA PEKANBARU,10404035,S,26,63.0,35.92,40.48,75.09,"53,62",9,1,204,2017,RIAU,KOTA PEKANBARU
31,901205,SMK DWI SEJAHTERA PEKANBARU,10403934,S,58,63.55,36.93,32.97,72.02,"51,37",9,1,205,2017,RIAU,KOTA PEKANBARU
32,901206,SMK YAPPI PEKANBARU,10404046,S,39,62.31,33.49,31.15,76.74,"50,92",9,1,206,2017,RIAU,KOTA PEKANBARU
33,901207,SMK MULTI MEKANIK MASMUR PEKANBARU,10403925,S,119,63.56,36.94,32.21,76.09,"52,20",9,1,207,2017,RIAU,KOTA PEKANBARU
34,901208,SMK TARUNA PEKANBARU,10404052,S,203,65.23,35.37,32.28,76.15,"52,26",9,1,208,2017,RIAU,KOTA PEKANBARU
35,901209,SMK BINA TERAMPIL PEKANBARU,10403917,S,20,60.4,29.2,31.38,74.02,"48,75",9,1,209,2017,RIAU,KOTA PEKANBARU
36,901210,SMK DAR EL HIKMAH PEKANBARU,10403930,S,6,58.33,44.67,32.08,78.62,"53,43",9,1,210,2017,RIAU,KOTA PEKANBARU
37,901211,SMK HASANAH PEKANBARU,10403928,S,160,64.31,37.25,29.92,73.53,"51,25",9,1,211,2017,RIAU,KOTA PEKANBARU
38,901212,SMK TELKOM PEKANBARU,10404461,S,172,61.36,34.29,30.92,74.35,"50,23",9,1,212,2017,RIAU,KOTA PEKANBARU
