No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,19010101,SMK NEGERI 2 MAKASSAR,40311966,N,425,59.6,38.55,30.25,37.36,"41,44",19,1,10,2019,SULAWESI SELATAN,KOTA MAKASSAR
2,19010102,SMK PERTIWI NUSANTARA MAKASSAR,40313227,S,21,49.05,34.57,27.86,31.67,"35,79",19,1,10,2019,SULAWESI SELATAN,KOTA MAKASSAR
3,19010103,SMK ILHAM MAKASSAR,40307401,S,34,43.35,31.06,26.47,28.9,"32,45",19,1,10,2019,SULAWESI SELATAN,KOTA MAKASSAR
4,19010106,SMK YPLP PGRI 2 MAKASSAR,40311982,S,14,43.86,30.43,28.93,29.11,"33,08",19,1,10,2019,SULAWESI SELATAN,KOTA MAKASSAR
5,19010107,SMK PERSADA 1 MAKASSAR,40307380,S,34,55.47,34.47,28.01,39.19,"39,29",19,1,10,2019,SULAWESI SELATAN,KOTA MAKASSAR
6,19010108,SMK GUNUNG SARI 1 MAKASSAR,40307399,S,34,50.76,32.65,28.16,32.5,"36,02",19,1,10,2019,SULAWESI SELATAN,KOTA MAKASSAR
7,19010109,SMK INFORMATIKA KOMPUTER MAHARDIKA MAKASSAR,40307385,S,9,61.56,42.22,32.22,36.11,"43,03",19,1,10,2019,SULAWESI SELATAN,KOTA MAKASSAR
8,19010110,SMK NEGERI 3 MAKASSAR,40311967,N,299,57.63,34.73,28.65,36.32,"39,33",19,1,11,2019,SULAWESI SELATAN,KOTA MAKASSAR
9,19010112,SMK PENERBANGAN TECHNO TERAPAN MAKASSAR,40311977,S,295,59.1,37.62,29.26,38.23,"41,05",19,1,11,2019,SULAWESI SELATAN,KOTA MAKASSAR
10,19010113,SMK TEKNOLOGI TRI TUNGGAL 45 MAKASSAR,40313576,S,55,59.38,42.07,33.14,45.05,"44,91",19,1,11,2019,SULAWESI SELATAN,KOTA MAKASSAR
11,19010115,SMK LPP YBW-UMI1 MAKASSAR,40313292,S,34,47.29,37.12,28.38,36.18,"37,24",19,1,11,2019,SULAWESI SELATAN,KOTA MAKASSAR
12,19010116,SMK WAHYU 2 MAKASSAR,40313461,S,33,50.97,35.64,27.58,33.18,"36,84",19,1,11,2019,SULAWESI SELATAN,KOTA MAKASSAR
13,19010117,SMK DH. PEPABRI MAKASSAR,40311960,S,15,50.53,32.13,29.83,27.5,"35,00",19,1,11,2019,SULAWESI SELATAN,KOTA MAKASSAR
