No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,13010001,SMK NEGERI 1 PONTIANAK,30105243,N,354,69.03,43.05,35.58,47.58,"48,81",13,1,0,2019,KALIMANTAN BARAT,KOTA PONTIANAK
2,13010002,SMK NEGERI 2 PONTIANAK,30105232,N,316,62.71,37.99,32.5,37.66,"42,72",13,1,0,2019,KALIMANTAN BARAT,KOTA PONTIANAK
3,13010003,SMK NEGERI 3 PONTIANAK,30105231,N,297,75.87,55.17,45.12,53.91,"57,52",13,1,0,2019,KALIMANTAN BARAT,KOTA PONTIANAK
4,13010004,SMK NEGERI 4 PONTIANAK,30105230,N,520,65.76,42.18,32.37,39.61,"44,98",13,1,0,2019,KALIMANTAN BARAT,KOTA PONTIANAK
5,13010005,SMK NEGERI 5 PONTIANAK,30105219,N,298,72.65,49.79,38.39,51.76,"53,15",13,1,0,2019,KALIMANTAN BARAT,KOTA PONTIANAK
6,13010006,SMK NEGERI 6 PONTIANAK,30105220,N,185,62.77,39.39,32.72,54.26,"47,29",13,1,0,2019,KALIMANTAN BARAT,KOTA PONTIANAK
7,13010007,SMK NEGERI 7 PONTIANAK,30107398,N,256,68.03,42.41,33.1,45.85,"47,35",13,1,0,2019,KALIMANTAN BARAT,KOTA PONTIANAK
8,13010008,SMK ABDI AGAPE PONTIANAK,30105194,S,81,61.63,37.68,31.85,39.54,"42,68",13,1,0,2019,KALIMANTAN BARAT,KOTA PONTIANAK
9,13010009,SMK BHINEKA TUNGGAL IKA PONTIANAK,30105196,S,50,61.52,33.6,31.95,42.25,"42,33",13,1,0,2019,KALIMANTAN BARAT,KOTA PONTIANAK
10,13010010,SMK BINA UTAMA PONTIANAK,30105197,S,140,60.77,40.59,34.46,40.46,"44,07",13,1,1,2019,KALIMANTAN BARAT,KOTA PONTIANAK
11,13010011,SMK BOEDI OETOMO PONTIANAK,30105198,S,12,55.0,35.83,30.21,36.46,"39,38",13,1,1,2019,KALIMANTAN BARAT,KOTA PONTIANAK
12,13010012,SMK CINTA BUMI KHATULISTIWA PONTIANAK,30105199,S,27,64.96,45.04,30.56,52.59,"48,29",13,1,1,2019,KALIMANTAN BARAT,KOTA PONTIANAK
13,13010013,SMK ETHIKA PONTIANAK,30105200,S,16,52.88,34.5,27.03,34.53,"37,24",13,1,1,2019,KALIMANTAN BARAT,KOTA PONTIANAK
14,13010014,SMK IMMANUEL PONTIANAK,30105216,S,207,81.02,71.46,65.94,66.07,"71,12",13,1,1,2019,KALIMANTAN BARAT,KOTA PONTIANAK
15,13010015,SMK KOPERASI PONTIANAK,30105202,S,108,63.44,36.74,30.79,42.45,"43,36",13,1,1,2019,KALIMANTAN BARAT,KOTA PONTIANAK
16,13010016,SMK MUHAMMADIYAH PONTIANAK,30105233,S,103,60.0,38.6,32.72,44.37,"43,92",13,1,1,2019,KALIMANTAN BARAT,KOTA PONTIANAK
