No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,16010001,SMK NEGERI 1 SAMARINDA,30401089,N,427,76.51,57.69,41.9,53.27,"57,34",16,1,0,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
2,16010002,SMK NEGERI 2 SAMARINDA,30401081,N,429,68.84,47.08,32.81,42.33,"47,77",16,1,0,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
3,16010003,SMK NEGERI 3 SAMARINDA,30401080,N,310,67.5,46.39,32.11,51.07,"49,27",16,1,0,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
4,16010004,SMK NEGERI 4 SAMARINDA,30401079,N,370,72.4,51.9,37.79,50.57,"53,17",16,1,0,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
5,16010005,SMK NEGERI 5 SAMARINDA,30401071,N,383,67.76,44.74,30.83,43.35,"46,67",16,1,0,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
6,16010006,SMK NEGERI 6 SAMARINDA,30401072,N,306,61.71,38.38,29.64,37.45,"41,80",16,1,0,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
7,16010007,SMK NEGERI 7 SAMARINDA,30403017,N,273,75.51,64.46,35.76,51.46,"56,80",16,1,0,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
8,16010008,SMK NEGERI 8 SAMARINDA,30404138,N,284,68.9,45.27,32.78,44.32,"47,82",16,1,0,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
9,16010009,SMK NEGERI 9 SAMARINDA,30404605,N,247,66.0,41.55,30.72,47.2,"46,37",16,1,0,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
10,16010010,SMK NEGERI 10 SAMARINDA,30404272,N,169,62.37,37.24,30.49,42.8,"43,23",16,1,1,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
11,16010011,SMK NEGERI 11 SAMARINDA,30405661,N,207,61.73,36.38,30.41,41.57,"42,52",16,1,1,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
12,16010012,SMK MUHAMMADIYAH 1 SAMARINDA,30401086,S,97,64.95,43.63,32.53,40.1,"45,30",16,1,1,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
13,16010013,SMK MUHAMMADIYAH 2 SAMARINDA,30401087,S,33,69.94,44.73,29.92,47.12,"47,93",16,1,1,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
14,16010016,SMK COKROAMINOTO SAMARINDA,30401069,S,6,57.67,48.67,33.75,42.08,"45,54",16,1,1,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
15,16010019,SMK PEMUDA SAMARINDA,30401075,S,86,60.63,38.0,28.9,37.99,"41,38",16,1,1,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
16,16010020,SMK NURI SAMARINDA,30401073,S,33,60.42,36.55,30.83,36.74,"41,14",16,1,2,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
17,16010021,SMK KATOLIK 2 WR.SOEPRATMAN NO.012 SAMARINDA,30404129,S,21,66.86,55.24,32.62,49.76,"51,12",16,1,2,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
18,16010022,SMK CENDANA DDI SAMARINDA,30403014,S,19,61.47,37.58,32.89,46.32,"44,57",16,1,2,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
19,16010023,SMK PGRI 5 SAMARINDA,30401078,S,9,43.11,31.78,29.72,36.67,"35,32",16,1,2,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
20,16010024,SMK MUHAMMADIYAH 3 SAMARINDA,30401088,S,35,64.8,44.8,30.86,43.64,"46,03",16,1,2,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
21,16010025,SMK AL KHAIRIYAH SAMARINDA,30401056,S,120,63.98,40.12,31.92,40.38,"44,10",16,1,2,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
22,16010027,SMK MIFTAHUL ULUM SAMARINDA,30401085,S,29,63.52,41.24,39.57,43.02,"46,84",16,1,2,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
23,16010028,SMK ISTIQOMAH MUHAMMADIYAH 4 SAMARINDA,30401070,S,117,60.75,36.8,31.35,42.05,"42,74",16,1,2,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
24,16010030,SMK TI AIRLANGGA SAMARINDA,30404271,S,80,68.9,52.58,29.81,42.78,"48,52",16,1,3,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
25,16010031,SMK DARUSSALAM SAMARINDA,30404604,S,22,58.45,40.55,31.7,37.84,"42,14",16,1,3,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
26,16010033,SMK PELAYARAN KALIMANTAN SAMARINDA,30405731,N,42,67.14,48.14,30.54,49.76,"48,90",16,1,3,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
27,16010034,SMK NEGERI 12 SAMARINDA,30403015,N,145,62.04,39.17,30.16,40.72,"43,02",16,1,3,2019,KALIMANTAN TIMUR,KOTA SAMARINDA
