No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,1601001,SMK NEGERI 1 SAMARINDA,30401089,N,346,76.15,61.68,43.6,55.79,"59,31",16,1,1,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
2,1601002,SMK NEGERI 2 SAMARINDA,30401081,N,435,67.07,46.8,32.87,42.08,"47,21",16,1,2,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
3,1601003,SMK NEGERI 3 SAMARINDA,30401080,N,344,62.76,41.87,30.52,51.42,"46,64",16,1,3,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
4,1601004,SMK NEGERI 4 SAMARINDA,30401079,N,338,74.55,59.57,40.83,54.77,"57,43",16,1,4,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
5,1601005,SMK NEGERI 5 SAMARINDA,30401071,N,380,67.39,44.77,31.91,42.25,"46,58",16,1,5,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
6,1601006,SMK NEGERI 6 SAMARINDA,30401072,N,232,60.32,36.72,28.69,35.0,"40,18",16,1,6,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
7,1601007,SMK NEGERI 7 SAMARINDA,30403017,N,295,72.63,63.44,36.14,47.67,"54,97",16,1,7,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
8,1601008,SMK NEGERI 8 SAMARINDA,30404138,N,280,65.76,43.16,30.87,43.96,"45,94",16,1,8,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
9,1601009,SMK NEGERI 9 SAMARINDA,30404605,N,250,62.9,37.6,29.88,44.26,"43,66",16,1,9,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
10,1601010,SMK NEGERI 10 SAMARINDA,30404272,N,154,60.71,34.38,28.85,38.69,"40,66",16,1,10,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
11,1601011,SMK NEGERI 11 SAMARINDA,30405661,N,157,59.97,33.12,30.0,39.08,"40,54",16,1,11,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
12,1601012,SMK MUHAMMADIYAH 1 SAMARINDA,30401086,S,113,61.91,37.27,31.42,34.38,"41,25",16,1,12,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
13,1601013,SMK MUHAMMADIYAH 2 SAMARINDA,30401087,S,20,69.1,47.9,37.38,58.75,"53,28",16,1,13,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
14,1601016,SMK COKROAMINOTO SAMARINDA,30401069,S,31,57.87,35.1,29.6,41.53,"41,03",16,1,16,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
15,1601019,SMK PEMUDA SAMARINDA,30401075,S,66,57.36,37.76,27.08,39.17,"40,34",16,1,19,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
16,1601020,SMK NURI SAMARINDA,30401073,S,30,54.13,32.76,28.08,39.08,"38,51",16,1,20,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
17,1601021,SMK KATOLIK 2 WR.SOEPRATMAN NO.012 SAMARINDA,30404129,S,38,63.68,47.26,30.72,49.21,"47,72",16,1,21,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
