No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,501101,SMK NEGERI 1 SURABAYA,20532205,N,843,72.37,53.69,45.06,79.86,"62,75",5,1,101,2017,JAWA TIMUR,KOTA SURABAYA
2,501102,SMK GEMA 45 SURABAYA,20532190,S,67,61.79,37.55,30.41,69.66,"49,85",5,1,102,2017,JAWA TIMUR,KOTA SURABAYA
3,501103,SMK WIJAYA SURABAYA,20532702,S,49,62.86,36.53,30.97,72.77,"50,78",5,1,103,2017,JAWA TIMUR,KOTA SURABAYA
4,501104,SMK GANESYA 2 SURABAYA,20532188,S,20,52.4,34.2,35.38,70.61,"48,15",5,1,104,2017,JAWA TIMUR,KOTA SURABAYA
5,501105,SMK KARTIKA 1 SURABAYA,20532174,S,145,65.05,45.3,38.07,71.81,"55,06",5,1,105,2017,JAWA TIMUR,KOTA SURABAYA
6,501106,SMK PERDANA 1 SURABAYA,20532214,S,73,62.71,36.66,31.68,71.84,"50,72",5,1,106,2017,JAWA TIMUR,KOTA SURABAYA
7,501108,SMK PGRI 7 SURABAYA,20532689,S,45,69.07,37.64,39.17,76.68,"55,64",5,1,108,2017,JAWA TIMUR,KOTA SURABAYA
8,501109,SMK WONOKROMO SURABAYA,20532695,S,21,63.05,34.67,32.5,70.38,"50,15",5,1,109,2017,JAWA TIMUR,KOTA SURABAYA
9,501110,SMK WIJAYA PUTRA SURABAYA,20532704,S,39,66.21,47.38,36.79,74.37,"56,19",5,1,110,2017,JAWA TIMUR,KOTA SURABAYA
10,501111,SMK KARTINI SURABAYA,20532176,S,28,64.86,36.64,31.16,72.18,"51,21",5,1,111,2017,JAWA TIMUR,KOTA SURABAYA
11,501112,SMK NEGERI 2 SURABAYA,20532203,N,782,69.71,47.93,39.94,72.81,"57,60",5,1,112,2017,JAWA TIMUR,KOTA SURABAYA
12,501113,SMK DHARMA BAHARI SURABAYA,20541319,S,395,60.93,36.46,30.44,68.13,"48,99",5,1,113,2017,JAWA TIMUR,KOTA SURABAYA
13,501115,SMK KARTIKA 2 SURABAYA,20532175,S,177,58.49,34.31,30.69,69.08,"48,14",5,1,115,2017,JAWA TIMUR,KOTA SURABAYA
14,501116,SMK BHAKTI SAMUDERA SURABAYA,20552202,S,81,65.73,43.88,36.36,74.43,"55,10",5,1,116,2017,JAWA TIMUR,KOTA SURABAYA
15,501117,SMK WIRA MARITIM SURABAYA,20532694,S,60,67.97,38.17,36.42,74.11,"54,17",5,1,117,2017,JAWA TIMUR,KOTA SURABAYA
16,501118,SMK INDO BARUNA SURABAYA,20532192,S,58,52.9,31.31,27.16,73.83,"46,30",5,1,118,2017,JAWA TIMUR,KOTA SURABAYA
17,501121,SMK ANTARTIKA,20532257,S,148,58.51,33.18,30.51,69.71,"47,98",5,1,121,2017,JAWA TIMUR,KOTA SURABAYA
18,501122,SMK NEGERI 3 SURABAYA,20532195,N,477,67.64,49.17,43.21,75.8,"58,96",5,1,122,2017,JAWA TIMUR,KOTA SURABAYA
19,501123,SMK PGRI 5 SURABAYA,20532688,S,31,67.94,43.68,39.68,66.84,"54,54",5,1,123,2017,JAWA TIMUR,KOTA SURABAYA
20,501124,SMK BERDIKARI 1 SURABAYA,20532252,S,77,53.27,30.96,26.85,60.07,"42,79",5,1,124,2017,JAWA TIMUR,KOTA SURABAYA
21,501125,SMK PGRI 1 SURABAYA,20532452,S,275,61.26,37.11,35.62,71.39,"51,35",5,1,125,2017,JAWA TIMUR,KOTA SURABAYA
22,501126,SMK DHARMA BHAKTI SURABAYA,20532173,S,86,58.79,34.44,30.41,70.37,"48,50",5,1,126,2017,JAWA TIMUR,KOTA SURABAYA
23,501127,SMK NEGERI 4 SURABAYA,20532196,N,375,71.3,46.14,44.35,80.44,"60,56",5,1,127,2017,JAWA TIMUR,KOTA SURABAYA
24,501128,SMK WACHID HASYIM 2 SURABAYA,20573861,S,218,68.22,41.71,36.86,74.27,"55,27",5,1,128,2017,JAWA TIMUR,KOTA SURABAYA
25,501129,SMK IKIP SURABAYA,20532191,S,131,60.43,33.3,29.24,69.83,"48,20",5,1,129,2017,JAWA TIMUR,KOTA SURABAYA
26,501130,SMK TRIGUNA BHAKTI SURABAYA,20532693,S,140,60.37,35.46,32.48,74.61,"50,73",5,1,130,2017,JAWA TIMUR,KOTA SURABAYA
27,501132,SMK KAWUNG 2 SURABAYA,20532179,S,109,66.66,38.35,36.22,79.08,"55,08",5,1,132,2017,JAWA TIMUR,KOTA SURABAYA
28,501133,SMK KAWUNG 1 SURABAYA,20532178,S,169,65.17,35.56,29.85,77.05,"51,91",5,1,133,2017,JAWA TIMUR,KOTA SURABAYA
29,501134,SMK SEJAHTERA SURABAYA,20532674,S,272,62.86,36.93,30.56,69.03,"49,85",5,1,134,2017,JAWA TIMUR,KOTA SURABAYA
30,501136,SMK PUTRA AIRLANGGA SURABAYA,20532682,S,34,53.88,29.88,24.12,70.61,"44,62",5,1,136,2017,JAWA TIMUR,KOTA SURABAYA
31,501137,SMK PGRI 10 SURABAYA,20532671,S,43,58.0,38.6,30.7,75.25,"50,64",5,1,137,2017,JAWA TIMUR,KOTA SURABAYA
32,501138,SMK MUHAMMADIYAH 1 SURABAYA,20532209,S,154,65.97,42.16,34.76,75.1,"54,50",5,1,138,2017,JAWA TIMUR,KOTA SURABAYA
33,501141,SMK NEGERI 5 SURABAYA,20532211,N,533,74.21,67.9,57.34,75.47,"68,73",5,1,141,2017,JAWA TIMUR,KOTA SURABAYA
34,501142,SMK TEKNIK PAL SURABAYA,20532692,S,247,63.12,40.08,32.15,74.66,"52,50",5,1,142,2017,JAWA TIMUR,KOTA SURABAYA
35,501143,SMK 45 SURABAYA,20532267,S,248,57.59,32.79,27.9,69.12,"46,85",5,1,143,2017,JAWA TIMUR,KOTA SURABAYA
36,501144,SMK SIANG SURABAYA,20539247,S,142,59.92,35.92,30.56,75.53,"50,48",5,1,144,2017,JAWA TIMUR,KOTA SURABAYA
37,501145,SMK PGRI 4 SURABAYA,20539250,S,317,63.59,37.6,33.34,69.04,"50,89",5,1,145,2017,JAWA TIMUR,KOTA SURABAYA
38,501146,SMK TRIYASA SURABAYA,20532708,S,80,55.23,32.98,46.69,68.36,"50,82",5,1,146,2017,JAWA TIMUR,KOTA SURABAYA
