No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
2,1001001,SMK NEGERI 1 JAMBI,10505463,N,336,59.71,50.05,36.04,76.08,"55,47",10,1,1,2015,JAMBI,KOTA JAMBI
4,1001002,SMK NEGERI 2 JAMBI,10504612,N,500,59.4,46.32,34.3,75.79,"53,95",10,1,2,2015,JAMBI,KOTA JAMBI
6,1001003,SMK NEGERI 3 JAMBI,10504613,N,393,49.64,45.71,26.75,70.99,"48,27",10,1,3,2015,JAMBI,KOTA JAMBI
8,1001004,SMK NEGERI 4 JAMBI,10504614,N,333,59.18,43.8,31.91,74.14,"52,26",10,1,4,2015,JAMBI,KOTA JAMBI
10,1001005,SMK BATANGHARI JAMBI,10504617,S,127,51.01,41.18,25.69,74.27,"48,04",10,1,5,2015,JAMBI,KOTA JAMBI
12,1001006,SMK VETERAN JAMBI,10504622,S,34,51.77,36.06,23.97,77.35,"47,29",10,1,6,2015,JAMBI,KOTA JAMBI
14,1001007,SMK RIVANI INDRA PUTRA JAMBI,10504601,S,173,60.57,42.77,31.2,76.13,"52,67",10,1,7,2015,JAMBI,KOTA JAMBI
16,1001008,SMK SATRIA JAMBI,10504602,S,192,46.44,37.35,23.48,76.09,"45,84",10,1,8,2015,JAMBI,KOTA JAMBI
18,1001009,SMK JAMBI IX LURAH 1 JAMBI,10504608,S,28,46.97,32.13,26.79,59.84,"41,43",10,1,9,2015,JAMBI,KOTA JAMBI
20,1001010,SMK TEKNOLOGI PENERBANGAN INDONESIA JAMBI,10505887,S,43,58.97,61.07,27.09,70.73,"54,47",10,1,10,2015,JAMBI,KOTA JAMBI
22,1001011,SMK PGRI 1 JAMBI,10504596,S,36,58.66,65.32,54.44,78.74,"64,29",10,1,11,2015,JAMBI,KOTA JAMBI
24,1001012,SMK PGRI 2 JAMBI,10504597,S,345,54.81,41.17,28.64,73.61,"49,56",10,1,12,2015,JAMBI,KOTA JAMBI
26,1001013,SMK DHARMA BHAKTI 1 JAMBI,10504619,S,121,56.4,42.53,26.49,75.16,"50,15",10,1,13,2015,JAMBI,KOTA JAMBI
28,1001014,SMK PURNAMA 1 JAMBI,10504599,S,7,45.67,32.44,24.29,64.07,"41,62",10,1,14,2015,JAMBI,KOTA JAMBI
30,1001015,SMK UNGGUL SAKTI JAMBI,10504606,S,447,71.31,61.99,52.36,76.54,"65,55",10,1,15,2015,JAMBI,KOTA JAMBI
32,1001016,SMK ATTAUFIQ JAMBI,10504616,S,113,66.51,43.29,34.85,74.87,"54,88",10,1,16,2015,JAMBI,KOTA JAMBI
34,1001017,SMK JAMBI IX LURAH 2,10504608,S,104,42.29,42.68,24.54,74.47,"46,00",10,1,17,2015,JAMBI,KOTA JAMBI
36,1001018,SMK DHARMA BHAKTI 3 JAMBI,10504620,S,23,48.02,41.62,24.78,72.11,"46,63",10,1,18,2015,JAMBI,KOTA JAMBI
38,1001019,SMK NUSANTARA JAMBI,10504595,S,93,53.31,43.22,27.63,81.1,"51,32",10,1,19,2015,JAMBI,KOTA JAMBI
40,1001020,SMK DHARMA BHAKTI 4 JAMBI,10504621,S,67,55.69,36.67,26.46,75.49,"48,58",10,1,20,2015,JAMBI,KOTA JAMBI
42,1001021,SMK PGRI 4 JAMBI,10504598,S,5,54.62,43.56,28.5,70.6,"49,32",10,1,21,2015,JAMBI,KOTA JAMBI
44,1001022,SMK AL IRSYAD JAMBI,10504615,S,36,58.33,49.47,39.24,73.81,"55,21",10,1,22,2015,JAMBI,KOTA JAMBI
46,1001023,SMK PELITA RAYA,10504605,S,100,77.74,69.06,69.75,85.6,"75,54",10,1,23,2015,JAMBI,KOTA JAMBI
48,1001024,SMK TARUNA INDONESIA JAMBI,10504604,S,132,46.51,53.41,24.15,74.11,"49,55",10,1,24,2015,JAMBI,KOTA JAMBI
50,1001025,SMK PRASASTI KARANG BERAHI JAMBI,10504981,S,63,47.66,42.56,25.16,67.19,"45,64",10,1,25,2015,JAMBI,KOTA JAMBI
52,1001026,SMK SURYA IBU JAMBI,10504603,S,39,41.07,34.48,26.41,81.87,"45,96",10,1,26,2015,JAMBI,KOTA JAMBI
54,1001028,SMK HARAPAN BANGSA,10505440,S,34,48.74,40.96,25.0,66.94,"45,41",10,1,28,2015,JAMBI,KOTA JAMBI
56,1001029,SMK YADIKA,10505437,S,176,57.87,43.22,26.08,75.45,"50,66",10,1,29,2015,JAMBI,KOTA JAMBI
58,1001030,SMK NEGERI 5 KOTA JAMBI,10505934,N,39,42.34,31.38,22.37,68.31,"41,10",10,1,30,2015,JAMBI,KOTA JAMBI
60,1001031,SMK TAMAN BUDAYA,10507257,S,28,53.24,40.55,23.39,66.93,"46,03",10,1,31,2015,JAMBI,KOTA JAMBI
62,1001032,SMK FANIA SALSABILA,10506165,S,92,64.72,58.68,33.78,80.37,"59,39",10,1,32,2015,JAMBI,KOTA JAMBI
