No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
1,1901001,SMA NEGERI 1 MAKASSAR,40312010,N,121,58.15,49.52,32.69,45.63,53.03,67.75,0.0,19,1,1,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
2,1901003,SMA COKROAMINOTO MAKASSAR,40311932,S,14,46.0,34.57,19.11,32.5,36.89,0.0,0.0,19,1,3,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
3,1901005,SMA SAWERIGADING MAKASSAR,40307356,S,19,36.32,26.63,22.89,0.0,34.11,0.0,0.0,19,1,5,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
4,1901007,SMA NEGERI 2 MAKASSAR,40311889,N,105,58.97,54.46,32.64,37.5,57.68,49.0,0.0,19,1,7,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
5,1901008,SMA DIAN HARAPAN MAKASSAR,40310211,S,19,73.58,80.53,39.08,0.0,64.78,72.0,0.0,19,1,8,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
6,1901009,SMA KHADIJAH MAKASSAR,40310216,S,54,35.0,29.26,22.22,0.0,63.93,0.0,0.0,19,1,9,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
7,1901010,SMA FRATER MAKASSAR TERAKREDITASI A,40307236,S,60,66.3,47.7,33.88,59.77,61.7,47.0,0.0,19,1,10,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
8,1901011,SMA MUHAMMADIYAH UNISMUH,40310217,S,13,54.62,53.54,22.12,28.33,46.0,46.8,0.0,19,1,11,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
9,1901012,SMA NEGERI 3 MAKASSAR,40311891,N,71,60.31,46.48,35.32,55.63,56.48,52.0,0.0,19,1,12,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
10,1901013,SMA LPP UMI TERAKREDITASI,40311942,S,17,49.06,29.88,30.15,38.65,46.67,44.0,0.0,19,1,13,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
11,1901014,SMA TRI BHAKTI KARSA MAKASSAR,40312652,S,13,37.08,37.54,24.04,25.0,30.2,29.0,0.0,19,1,14,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
12,1901015,SMA JAYA NEGARA MAKASSAR,40313586,S,75,34.77,28.11,19.9,0.0,29.32,0.0,0.0,19,1,15,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
13,1901016,SMA MULIA BHAKTI,40313775,S,6,55.67,65.33,25.83,0.0,57.0,0.0,0.0,19,1,16,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
14,1901017,SMA NEGERI 4 MAKASSAR,40311892,N,102,48.22,35.41,29.83,46.67,48.84,44.67,0.0,19,1,17,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
15,1901018,SMA HANG TUAH MAKASSAR,40311937,S,34,41.35,27.0,27.65,46.67,39.68,0.0,0.0,19,1,18,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
16,1901019,SMA MUHAMMADIYAH 7 MAKASSAR,40307362,S,14,48.57,32.71,27.86,0.0,46.43,0.0,0.0,19,1,19,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
17,1901021,SMA DATUK RIBANDANG MAKASSAR,40311934,S,25,55.12,64.0,16.0,0.0,0.0,27.84,0.0,19,1,21,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
18,1901022,SMA MUHAMMADIYAH 2 MAKASSAR,40311883,S,33,37.58,36.24,22.12,0.0,40.67,0.0,0.0,19,1,22,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
19,1901023,SMA NEGERI 5 MAKASSAR,40307392,N,137,65.21,63.91,59.11,48.63,64.51,64.73,0.0,19,1,23,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
20,1901024,SMA AMANNA GAPPA MAKASSAR,40313381,S,18,33.11,40.33,19.17,0.0,31.33,0.0,0.0,19,1,24,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
21,1901025,SMA WAHYU MAKASSAR,40307359,S,23,42.52,43.65,21.63,0.0,38.87,0.0,0.0,19,1,25,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
22,1901027,SMA SARIBUANA MAKASSAR,40307355,S,12,46.0,35.33,32.71,0.0,41.83,0.0,0.0,19,1,27,2017,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
