No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
1,3001001,SMA NEGERI 1 KOTA SERANG,20605093,N,199,71.99,60.65,37.47,55.1,67.66,58.5,0.0,30,1,1,2018,BANTEN,BANTEN,KOTA SERANG
2,3001002,SMA NEGERI 2 KOTA SERANG,20605103,N,251,62.31,47.85,30.67,42.54,57.85,50.74,0.0,30,1,2,2018,BANTEN,BANTEN,KOTA SERANG
3,3001003,SMA NEGERI 3 KOTA SERANG,20605094,N,161,55.61,40.88,29.67,44.61,51.88,45.85,0.0,30,1,3,2018,BANTEN,BANTEN,KOTA SERANG
4,3001004,SMA NEGERI 4 KOTA SERANG,20605106,N,212,54.69,34.56,26.92,37.25,49.41,42.0,0.0,30,1,4,2018,BANTEN,BANTEN,KOTA SERANG
5,3001005,SMA NEGERI 5 KOTA SERANG,20605327,N,193,53.61,35.12,27.23,37.0,48.0,45.28,0.0,30,1,5,2018,BANTEN,BANTEN,KOTA SERANG
6,3001006,SMA NEGERI 6 KOTA SERANG,20607979,N,149,53.36,32.83,27.06,38.33,46.05,40.0,0.0,30,1,6,2018,BANTEN,BANTEN,KOTA SERANG
7,3001007,SMA MUHAMMADIYAH SERANG,20605359,S,9,53.33,46.89,31.11,0.0,51.56,0.0,0.0,30,1,7,2018,BANTEN,BANTEN,KOTA SERANG
8,3001008,SMA MARDIYUANA SERANG,20605357,S,16,73.5,57.57,36.09,0.0,63.75,0.0,0.0,30,1,8,2018,BANTEN,BANTEN,KOTA SERANG
9,3001011,SMA PGRI 2 SERANG,20605364,S,15,44.53,28.8,23.67,0.0,40.8,0.0,0.0,30,1,11,2018,BANTEN,BANTEN,KOTA SERANG
10,3001012,SMA PRISMA SERANG,20605347,S,57,58.35,47.02,30.26,43.6,50.33,51.0,0.0,30,1,12,2018,BANTEN,BANTEN,KOTA SERANG
11,3001013,SMA INFORMATIKA SERANG,20605432,S,16,52.88,34.25,23.59,0.0,46.5,0.0,0.0,30,1,13,2018,BANTEN,BANTEN,KOTA SERANG
12,3001014,SMA NURUL ISLAM SERANG,20605362,S,18,39.44,27.11,28.19,0.0,38.56,0.0,0.0,30,1,14,2018,BANTEN,BANTEN,KOTA SERANG
13,3001015,SMA AGRO TAKTAKAN,20605336,S,27,49.26,28.15,24.81,0.0,41.78,0.0,0.0,30,1,15,2018,BANTEN,BANTEN,KOTA SERANG
14,3001016,SMA AL - MUBAROK,20605321,S,38,58.32,37.47,25.33,42.69,54.89,44.88,0.0,30,1,16,2018,BANTEN,BANTEN,KOTA SERANG
15,3001017,SMA AL - KAUTSAR CURUG,20613992,S,8,60.25,34.5,31.25,32.5,48.0,44.4,0.0,30,1,17,2018,BANTEN,BANTEN,KOTA SERANG
16,3001020,SMA DAARURRAHMAN WALANTAKA,20607910,S,32,47.75,32.44,25.55,0.0,44.75,0.0,0.0,30,1,20,2018,BANTEN,BANTEN,KOTA SERANG
17,3001021,SMA PLUS AL-KHAIRIYAH BADAMUSALAM,20613976,S,39,48.82,27.79,25.38,34.41,40.0,0.0,0.0,30,1,21,2018,BANTEN,BANTEN,KOTA SERANG
18,3001022,SMA MAULANA YUSUF SERANG,20613488,S,27,47.78,35.41,26.76,0.0,45.11,0.0,0.0,30,1,22,2018,BANTEN,BANTEN,KOTA SERANG
19,3001025,SMA NUUR EL-BANTANY,20614415,S,13,50.46,33.08,27.69,41.25,50.0,0.0,0.0,30,1,25,2018,BANTEN,BANTEN,KOTA SERANG
20,3001026,SMA NURURROHMAN,20615536,S,17,48.47,28.71,24.85,34.71,0.0,0.0,0.0,30,1,26,2018,BANTEN,BANTEN,KOTA SERANG
21,3001027,MA NEGERI 1 KOTA SERANG,20623274,N,107,63.5,44.21,31.85,55.0,59.44,61.56,0.0,30,1,27,2018,BANTEN,BANTEN,KOTA SERANG
22,3001028,MA AL KHAIRIYAH PIPITAN SERANG,20623284,S,20,55.4,35.0,28.13,38.33,54.29,62.0,0.0,30,1,28,2018,BANTEN,BANTEN,KOTA SERANG
23,3001029,MA IHSANIYAH LONTAR SERANG,20623277,S,31,47.68,26.06,26.21,0.0,39.29,0.0,0.0,30,1,29,2018,BANTEN,BANTEN,KOTA SERANG
24,3001030,MA ULUMUL QURAN CIMUNCANG,20623278,S,15,54.27,35.47,26.33,0.0,50.13,0.0,0.0,30,1,30,2018,BANTEN,BANTEN,KOTA SERANG
25,3001032,MA DAAR AL - ILMI CIKULUR SERANG,20623280,S,56,66.36,44.29,29.64,49.47,66.67,66.32,0.0,30,1,32,2018,BANTEN,BANTEN,KOTA SERANG
26,3001033,MA AL FATHANIYAH TEMBONG SERANG,20623271,S,40,54.5,30.45,26.19,0.0,47.53,43.6,0.0,30,1,33,2018,BANTEN,BANTEN,KOTA SERANG
27,3001034,MA PONDOK PESANTREN AL - ISLAM,20623272,S,19,54.32,41.89,24.47,35.0,0.0,0.0,0.0,30,1,34,2018,BANTEN,BANTEN,KOTA SERANG
28,3001035,MA NEGERI 2 KOTA SERANG,20623275,N,90,72.13,55.98,36.22,68.86,67.25,65.21,0.0,30,1,35,2018,BANTEN,BANTEN,KOTA SERANG
29,3001036,MA MASARRATUL MUTAALLIMIN BANTEN,20623273,S,28,55.71,37.21,30.71,0.0,56.5,0.0,0.0,30,1,36,2018,BANTEN,BANTEN,KOTA SERANG
30,3001037,MA DARUL IHSAN WALANTAKA,20623285,S,39,44.72,29.44,24.62,0.0,36.26,0.0,0.0,30,1,37,2018,BANTEN,BANTEN,KOTA SERANG
31,3001039,SMA AL HUDA,20616429,S,31,38.45,27.68,26.77,0.0,37.16,0.0,0.0,30,1,39,2018,BANTEN,BANTEN,KOTA SERANG
32,3001040,MA DARUNAJAH PANCUR,20623281,S,22,47.64,24.45,25.57,0.0,45.73,0.0,0.0,30,1,40,2018,BANTEN,BANTEN,KOTA SERANG
33,3001041,MA DAARUL FALAH,20623276,S,34,47.53,33.71,25.59,0.0,44.47,0.0,0.0,30,1,41,2018,BANTEN,BANTEN,KOTA SERANG
34,3001042,MA ARDANIAH,20623283,S,19,67.89,37.89,29.47,0.0,52.32,0.0,0.0,30,1,42,2018,BANTEN,BANTEN,KOTA SERANG
35,3001044,SMA CITRA AL-ALAWIYAH,20622234,S,30,39.2,30.33,25.92,0.0,38.93,0.0,0.0,30,1,44,2018,BANTEN,BANTEN,KOTA SERANG
36,3001045,MA MADARIJUL ULUM,20622228,S,20,53.0,26.3,26.88,34.77,43.0,34.0,0.0,30,1,45,2018,BANTEN,BANTEN,KOTA SERANG
37,3001046,MA DARUL YAQIN,69827799,S,41,55.37,29.27,24.76,0.0,45.02,0.0,0.0,30,1,46,2018,BANTEN,BANTEN,KOTA SERANG
38,3001047,MA AL RAHMAH,20622286,S,85,55.65,41.72,26.15,0.0,52.42,0.0,0.0,30,1,47,2018,BANTEN,BANTEN,KOTA SERANG
39,3001048,MA HIDAYATUT THOLIBIN,20623282,S,12,49.5,25.33,24.17,0.0,45.67,0.0,0.0,30,1,48,2018,BANTEN,BANTEN,KOTA SERANG
40,3001049,SMA NEGERI 7 KOTA SERANG,69734160,N,68,50.76,33.62,26.99,38.84,46.05,49.33,0.0,30,1,49,2018,BANTEN,BANTEN,KOTA SERANG
41,3001050,SMA NEGERI 8 KOTA SERANG,69758396,N,148,46.12,31.14,25.46,36.73,41.34,43.33,0.0,30,1,50,2018,BANTEN,BANTEN,KOTA SERANG
42,3001051,MA AL AZKIA,69827801,S,13,45.08,32.46,25.38,0.0,47.54,0.0,0.0,30,1,51,2018,BANTEN,BANTEN,KOTA SERANG
43,3001053,MA DARUL IRFAN,69827800,S,31,60.84,33.61,24.92,41.0,51.05,51.6,0.0,30,1,53,2018,BANTEN,BANTEN,KOTA SERANG
44,3001054,SMA PERADABAN,69900172,S,6,63.33,48.67,34.58,0.0,56.5,68.0,0.0,30,1,54,2018,BANTEN,BANTEN,KOTA SERANG
45,3001055,MA ARRAHMAN,69941780,S,28,55.21,30.21,25.89,0.0,50.57,0.0,0.0,30,1,55,2018,BANTEN,BANTEN,KOTA SERANG
46,3001056,MA MADANI,69941781,S,16,51.88,32.25,25.16,0.0,46.5,0.0,0.0,30,1,56,2018,BANTEN,BANTEN,KOTA SERANG
47,3001057,MA ATTAUFIQIYAH,69963564,S,14,45.57,28.71,24.11,0.0,38.14,0.0,0.0,30,1,57,2018,BANTEN,BANTEN,KOTA SERANG
48,3002001,SMA NEGERI 1  TANGERANG,20606853,N,63,79.02,72.32,49.21,65.0,73.79,74.2,0.0,30,2,1,2018,BANTEN,BANTEN,KOTA TANGERANG
49,3002002,SMA NEGERI 4  TANGERANG,20606846,N,111,71.19,55.08,35.54,58.42,57.77,64.6,0.0,30,2,2,2018,BANTEN,BANTEN,KOTA TANGERANG
50,3002003,SMA NEGERI 5  TANGERANG,20606831,N,248,68.95,61.22,36.4,47.17,60.88,70.0,0.0,30,2,3,2018,BANTEN,BANTEN,KOTA TANGERANG
51,3002004,SMA NEGERI 7 TANGERANG,20606829,N,130,73.14,64.48,50.12,48.96,63.38,70.26,0.0,30,2,4,2018,BANTEN,BANTEN,KOTA TANGERANG
52,3002005,SMA AGAPE BK-3 TANGERANG,20606552,S,24,60.33,48.17,28.33,45.0,52.46,55.0,0.0,30,2,5,2018,BANTEN,BANTEN,KOTA TANGERANG
53,3002006,SMA BABUS SALAM,20606544,S,47,51.53,37.91,26.44,36.41,49.44,36.92,0.0,30,2,6,2018,BANTEN,BANTEN,KOTA TANGERANG
54,3002007,SMA DAAN MOGOT,20606525,S,19,60.11,39.79,30.39,53.0,50.8,41.0,0.0,30,2,7,2018,BANTEN,BANTEN,KOTA TANGERANG
55,3002008,SMA DHARMA PUTRA,20606508,S,85,66.92,64.26,35.76,57.2,59.47,0.0,0.0,30,2,8,2018,BANTEN,BANTEN,KOTA TANGERANG
56,3002009,SMA ISLAMIC CENTRE,20606501,S,78,64.15,48.77,29.52,50.0,57.32,50.0,0.0,30,2,9,2018,BANTEN,BANTEN,KOTA TANGERANG
57,3002010,SMA NUSANTARA 1,20606514,S,64,61.06,57.59,30.08,49.17,57.17,49.0,0.0,30,2,10,2018,BANTEN,BANTEN,KOTA TANGERANG
58,3002011,SMA NUSA PUTRA,20606515,S,31,57.29,37.23,27.66,0.0,51.29,0.0,0.0,30,2,11,2018,BANTEN,BANTEN,KOTA TANGERANG
59,3002012,SMA PERGURUAN BUDHI,20606499,S,54,75.41,66.89,47.18,58.61,70.93,69.73,0.0,30,2,12,2018,BANTEN,BANTEN,KOTA TANGERANG
60,3002013,SMA PGRI 109 TANGERANG,20606679,S,68,59.32,44.76,31.32,44.32,50.91,0.0,0.0,30,2,13,2018,BANTEN,BANTEN,KOTA TANGERANG
61,3002014,SMA PRIBADI 2,20606838,S,11,48.73,41.64,26.36,0.0,52.73,0.0,0.0,30,2,14,2018,BANTEN,BANTEN,KOTA TANGERANG
62,3002016,SMA RAUDHAH BARMAWIYAH,20606836,S,10,41.0,28.2,24.25,0.0,48.0,28.0,0.0,30,2,16,2018,BANTEN,BANTEN,KOTA TANGERANG
63,3002017,SMA STRADA ST. THOMAS AQUINO,20606833,S,109,78.2,70.73,43.72,70.92,70.32,65.45,0.0,30,2,17,2018,BANTEN,BANTEN,KOTA TANGERANG
64,3002018,SMA YUPPENTEK 1,20606856,S,105,61.6,50.5,31.0,45.42,55.87,58.67,0.0,30,2,18,2018,BANTEN,BANTEN,KOTA TANGERANG
65,3002020,SMA MANDIRI 99,20606524,S,10,40.4,28.8,19.5,0.0,37.0,0.0,0.0,30,2,20,2018,BANTEN,BANTEN,KOTA TANGERANG
66,3002021,SMA MUHAMMADIYAH 3,20606517,S,13,64.62,50.0,31.92,0.0,61.69,0.0,0.0,30,2,21,2018,BANTEN,BANTEN,KOTA TANGERANG
67,3002022,SMA HARAPAN BANGSA,20606505,S,28,68.71,70.21,34.2,57.25,62.55,54.86,0.0,30,2,22,2018,BANTEN,BANTEN,KOTA TANGERANG
68,3002025,SMA YISLAH,20606844,S,85,55.86,33.13,27.94,0.0,48.56,0.0,0.0,30,2,25,2018,BANTEN,BANTEN,KOTA TANGERANG
69,3002026,SMA NEGERI 8 TANGERANG,20606814,N,80,76.78,67.65,41.19,58.38,67.53,62.0,0.0,30,2,26,2018,BANTEN,BANTEN,KOTA TANGERANG
70,3002028,SMA NEGERI 2 TANGERANG,20606848,N,158,76.54,67.42,45.82,57.08,65.22,73.55,0.0,30,2,28,2018,BANTEN,BANTEN,KOTA TANGERANG
71,3002029,SMA NEGERI 3 TANGERANG,20606847,N,172,70.09,60.62,34.99,58.63,63.18,64.5,0.0,30,2,29,2018,BANTEN,BANTEN,KOTA TANGERANG
72,3002030,SMA NEGERI 6 TANGERANG,20606830,N,178,63.89,48.22,31.71,46.49,55.88,66.4,0.0,30,2,30,2018,BANTEN,BANTEN,KOTA TANGERANG
73,3002031,SMA ISLAM AL AYANIYAH,20606503,S,29,46.41,31.1,25.0,0.0,43.45,0.0,0.0,30,2,31,2018,BANTEN,BANTEN,KOTA TANGERANG
74,3002032,SMA AL HUSNA TANGERANG,20606551,S,21,54.76,32.38,28.81,0.0,49.81,0.0,0.0,30,2,32,2018,BANTEN,BANTEN,KOTA TANGERANG
75,3002033,SMA AL MUBAROK,20606550,S,31,50.97,35.74,30.32,0.0,54.21,48.0,0.0,30,2,33,2018,BANTEN,BANTEN,KOTA TANGERANG
76,3002035,SMA AL WASATIYAH,20606548,S,45,53.73,33.24,29.0,44.17,46.13,38.38,0.0,30,2,35,2018,BANTEN,BANTEN,KOTA TANGERANG
77,3002036,SMA ISLAM ASY SYAKIRIN,20606546,S,16,52.13,37.75,27.97,47.5,51.17,48.0,0.0,30,2,36,2018,BANTEN,BANTEN,KOTA TANGERANG
78,3002037,SMA ISLAM TERPADU ASY-SYUKRIYYAH,20606502,S,20,70.6,57.7,31.25,45.0,58.92,0.0,0.0,30,2,37,2018,BANTEN,BANTEN,KOTA TANGERANG
79,3002038,SMA BUDI LUHUR,20606542,S,41,70.68,59.41,33.35,47.05,65.71,62.0,0.0,30,2,38,2018,BANTEN,BANTEN,KOTA TANGERANG
80,3002039,SMA BUDI MULIA,20606527,S,104,65.0,56.13,30.58,45.76,54.95,42.0,0.0,30,2,39,2018,BANTEN,BANTEN,KOTA TANGERANG
81,3002041,SMA FATAHILLAH,20606506,S,37,52.27,32.05,26.62,35.63,0.0,36.46,0.0,30,2,41,2018,BANTEN,BANTEN,KOTA TANGERANG
82,3002042,SMA KOSGORO,20606511,S,21,42.67,32.1,25.95,0.0,42.0,0.0,0.0,30,2,42,2018,BANTEN,BANTEN,KOTA TANGERANG
83,3002043,SMA KRISTEN KANAAN,20606512,S,35,73.49,76.06,38.36,0.0,70.82,60.0,0.0,30,2,43,2018,BANTEN,BANTEN,KOTA TANGERANG
84,3002044,SMA MANGGALA,20606523,S,27,54.81,42.3,27.5,0.0,51.54,58.0,0.0,30,2,44,2018,BANTEN,BANTEN,KOTA TANGERANG
85,3002045,SMA MARKUS,20606522,S,13,68.77,55.23,33.46,45.83,60.86,0.0,0.0,30,2,45,2018,BANTEN,BANTEN,KOTA TANGERANG
86,3002046,SMA MOJOPAHIT,20606520,S,19,47.58,32.53,23.82,36.67,46.63,0.0,0.0,30,2,46,2018,BANTEN,BANTEN,KOTA TANGERANG
