No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
1,1101001,SMAN 1 PALEMBANG,10603865.0,N,118,62.97,52.95,36.06,42.25,63.47,57.1,0.0,11,1,1,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
2,1101002,SMAN 2 PALEMBANG,10603845.0,N,180,58.38,34.74,29.01,44.2,53.37,42.09,0.0,11,1,2,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
3,1101003,SMAN 3 PALEMBANG,10603844.0,N,121,65.98,55.47,44.3,53.59,67.0,55.78,0.0,11,1,3,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
4,1101004,SMAN 4 PALEMBANG,10603864.0,N,90,66.31,40.42,34.69,52.28,53.38,0.0,0.0,11,1,4,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
5,1101005,SMAN 5 PALEMBANG,10603842.0,N,77,68.36,48.81,35.97,42.5,67.71,0.0,0.0,11,1,5,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
6,1101006,SMAN 6 PALEMBANG,10603853.0,N,105,68.8,59.77,48.14,59.09,70.2,57.33,0.0,11,1,6,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
7,1101007,SMAN 7 PALEMBANG,10603863.0,N,78,57.26,35.31,33.21,47.59,50.97,45.0,0.0,11,1,7,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
8,1101008,SMAN 8 PALEMBANG,10603855.0,N,68,56.21,35.03,27.43,47.05,60.4,45.71,0.0,11,1,8,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
9,1101009,SMAN 9 PALEMBANG,10603866.0,N,147,52.27,30.71,27.69,39.92,47.5,54.5,0.0,11,1,9,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
10,1101010,SMAN 10 PALEMBANG,10603850.0,N,176,50.23,34.44,34.52,38.33,53.69,47.28,0.0,11,1,10,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
11,1101011,SMAN 11 PALEMBANG,10603849.0,N,177,52.0,32.05,31.12,38.56,51.54,58.4,0.0,11,1,11,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
12,1101012,SMAN 12 PALEMBANG,10603848.0,N,102,62.8,46.22,31.84,47.5,53.67,64.22,0.0,11,1,12,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
13,1101013,SMAN 13 PALEMBANG,10603847.0,N,153,59.75,35.79,30.82,44.89,53.81,50.0,0.0,11,1,13,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
14,1101014,SMAN 14 PALEMBANG,10603862.0,N,131,58.85,34.96,33.65,46.25,57.18,51.0,0.0,11,1,14,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
15,1101015,SMAN 15 PALEMBANG,10603846.0,N,193,58.94,35.03,31.61,47.33,57.2,44.92,0.0,11,1,15,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
