No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
1,2001001,SMA  NEGERI  1  KENDARI,40402619,N,103,77.88,75.33,78.78,68.96,77.67,75.84,0.0,20,1,1,2015,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
2,2001002,SMA  NEGERI  9  KENDARI,40403136,N,119,62.0,55.32,59.04,57.15,56.36,45.66,0.0,20,1,2,2015,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
3,2001003,SMA PGRI KENDARI,40402621,S,9,51.36,46.79,49.91,23.12,48.12,30.44,0.0,20,1,3,2015,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
4,2001004,SMA SEJAHTERA KENDARI,40402620,S,17,76.98,58.99,56.51,48.29,75.38,74.94,0.0,20,1,4,2015,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
5,2001005,SMA  NEGERI  3  KENDARI,40402617,N,124,56.42,57.27,57.15,56.94,55.85,52.87,0.0,20,1,5,2015,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
6,2001006,SMA SWASTA DDI KENDARI,40402558,S,79,60.31,69.09,79.19,69.85,77.06,60.89,0.0,20,1,6,2015,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
7,2001007,SMA SWASTA MUHAMMADIYAH KENDARI,40402635,S,37,48.97,45.22,52.1,54.32,52.26,36.49,0.0,20,1,7,2015,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
8,2001008,SMA  NEGERI  4  KENDARI,40402616,N,69,70.42,70.06,74.0,67.81,74.95,70.72,0.0,20,1,8,2015,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
9,2001009,SMA OIKUMENE KENDARI,40402622,S,51,53.7,70.93,78.05,68.57,76.58,71.02,0.0,20,1,9,2015,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
10,2001010,SMA KARYA PURNAWIRAWAN KENDARI,40403186,S,69,47.85,58.36,33.28,51.12,49.69,31.94,0.0,20,1,10,2015,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
11,2001011,SMA NEGERI 5 KENDARI,40402615,N,107,57.57,56.03,36.99,58.45,57.12,39.48,0.0,20,1,11,2015,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
12,2001012,SMA IDHATA KENDARI,40402556,S,34,50.43,61.03,43.31,67.07,71.34,55.76,0.0,20,1,12,2015,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
13,2001013,SMA SWASTA BINA BANGSA KENDARI,40404112,S,24,53.71,36.53,25.85,45.38,42.87,30.92,0.0,20,1,13,2015,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
