No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
1,201001,"SMA NEGERI 1 BANDUNG, KOTA BANDUNG",20219271,N,89,79.12,66.7,69.05,62.13,54.95,77.32,0.0,2,1,1,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
2,201002,"SMA NEGERI 2 BANDUNG, KOTA BANDUNG",20219254,N,99,81.59,75.49,74.96,68.36,61.45,82.23,0.0,2,1,2,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
3,201003,"SMA NEGERI 3 BANDUNG, KOTA BANDUNG",20219327,N,13,80.96,78.25,74.31,68.08,68.55,73.44,0.0,2,1,3,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
4,201004,"SMA NEGERI 4 BANDUNG, KOTA BANDUNG",20219312,N,157,80.53,67.13,71.13,60.02,61.1,73.89,0.0,2,1,4,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
5,201005,"SMA NEGERI 5 BANDUNG, KOTA BANDUNG",20219309,N,74,83.47,73.95,74.86,64.26,67.13,78.96,0.0,2,1,5,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
6,201006,"SMA NEGERI 6 BANDUNG, KOTA BANDUNG",20219306,N,136,76.94,61.54,66.32,58.42,54.09,74.01,0.0,2,1,6,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
7,201007,"SMA NEGERI 7 BANDUNG, KOTA BANDUNG",20219316,N,135,78.26,65.16,69.16,59.65,53.17,76.29,0.0,2,1,7,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
8,201008,"SMA NEGERI 8 BANDUNG, KOTA BANDUNG",20219326,N,134,79.2,69.69,71.78,61.46,58.87,78.45,0.0,2,1,8,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
9,201009,"SMA NEGERI 9 BANDUNG, KOTA BANDUNG",20219324,N,158,76.67,64.23,69.8,60.76,57.48,72.56,0.0,2,1,9,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
10,201010,"SMA NEGERI 10 BANDUNG, KOTA BANDUNG",20219257,N,179,78.24,62.7,67.28,61.24,54.14,75.74,0.0,2,1,10,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
11,201011,"SMA NEGERI 11 BANDUNG, KOTA BANDUNG",20219243,N,203,79.87,66.65,71.63,62.46,57.37,79.89,0.0,2,1,11,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
12,201012,"SMA NEGERI 12 BANDUNG, KOTA BANDUNG",20219241,N,114,75.59,61.81,67.46,59.04,53.09,73.23,0.0,2,1,12,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
13,201013,"SMA NEGERI 13 BANDUNG, KOTA BANDUNG",20219240,N,157,75.22,64.87,68.85,60.24,54.54,73.61,0.0,2,1,13,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
14,201014,"SMA NEGERI 14 BANDUNG, KOTA BANDUNG",20219239,N,112,76.1,62.94,68.4,61.12,54.84,74.75,0.0,2,1,14,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
15,201015,"SMA NEGERI 15 BANDUNG, KOTA BANDUNG",20219238,N,186,79.37,65.66,72.53,62.9,55.28,78.71,0.0,2,1,15,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
16,201016,"SMA NEGERI 16 BANDUNG, KOTA BANDUNG",20219237,N,271,75.42,60.33,66.74,60.44,51.04,74.45,0.0,2,1,16,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
17,201017,"SMA NEGERI 17 BANDUNG, KOTA BANDUNG",20219235,N,123,76.52,60.41,66.6,59.13,52.77,74.49,0.0,2,1,17,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
18,201018,"SMA NEGERI 18 BANDUNG, KOTA BANDUNG",20219244,N,192,73.16,60.63,67.31,60.23,52.29,73.38,0.0,2,1,18,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
