No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
1,2001001,SMA  NEGERI  1  KENDARI,40402619,N,127,61.67,59.65,76.26,69.92,57.76,71.94,0.0,20,1,1,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
2,2001002,SMA  NEGERI  9  KENDARI,40403136,N,128,54.47,49.86,60.78,67.09,54.23,55.16,0.0,20,1,2,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
3,2001003,SMA PGRI KENDARI,40402621,S,14,33.86,35.29,31.07,36.79,33.86,35.0,0.0,20,1,3,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
4,2001004,SMA SEJAHTERA KENDARI,40402620,S,26,54.85,43.46,49.04,72.4,50.46,56.38,0.0,20,1,4,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
5,2001005,SMA  NEGERI  3  KENDARI,40402617,N,104,44.21,43.37,46.3,48.99,47.94,44.33,0.0,20,1,5,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
6,2001006,SMA SWASTA DDI KENDARI,40402558,S,70,42.54,41.37,52.71,39.5,50.63,63.14,0.0,20,1,6,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
7,2001007,SMA SWASTA MUHAMMADIYAH KENDARI,40402635,S,27,44.96,35.48,29.91,29.26,40.89,35.56,0.0,20,1,7,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
8,2001008,SMA  NEGERI  4  KENDARI,40402616,N,115,62.56,45.65,42.22,49.41,52.19,59.37,0.0,20,1,8,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
9,2001009,SMA OIKUMENE KENDARI,40402622,S,38,54.16,49.63,52.89,74.54,42.79,52.74,0.0,20,1,9,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
10,2001010,SMA KARYA PURNAWIRAWAN KENDARI,40403186,S,16,38.63,24.0,20.31,27.34,34.0,32.25,0.0,20,1,10,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
11,2001011,SMA NEGERI 5 KENDARI,40402615,N,127,53.69,33.28,38.56,48.25,46.49,47.18,0.0,20,1,11,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
12,2001012,SMA IDHATA KENDARI,40402556,S,20,43.5,38.1,27.5,42.0,40.5,33.1,0.0,20,1,12,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
13,2001013,SMA SWASTA BINA BANGSA KENDARI,40404112,S,14,36.14,27.71,28.21,28.04,27.29,29.29,0.0,20,1,13,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
14,2001014,SMA ILMIAH KENDARI,40402554,S,43,45.12,39.86,57.09,50.35,55.53,59.49,0.0,20,1,14,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
15,2001015,SMA NEGERI 7 KENDARI,40402623,N,38,50.58,29.63,27.96,61.38,44.95,38.47,0.0,20,1,15,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
16,2001016,SMA NEGERI 6 KENDARI,40402614,N,93,52.15,32.9,34.7,46.75,48.71,45.01,0.0,20,1,16,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
17,2001017,SMA ALJABAR KENDARI,69822768,S,24,45.83,36.83,50.1,76.77,44.67,57.5,0.0,20,1,17,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
18,2001018,SMA NEGERI 2 KENDARI,40402618,N,74,55.46,48.0,50.1,53.92,49.11,62.62,0.0,20,1,18,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
19,2001019,SMA NEGERI 8 KENDARI,40402624,N,63,49.78,43.46,58.45,58.21,47.65,40.44,0.0,20,1,19,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
20,2001020,SMA INTEGRAL HIDAYATULLAH,40404110,S,25,57.92,30.16,24.8,32.8,50.32,48.16,0.0,20,1,20,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
21,2001021,SMA  KARTIKA XX-2 KENDARI,40402589,S,119,45.08,49.21,46.91,61.74,49.75,42.39,0.0,20,1,21,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
22,2001022,SMA SATRIA KENDARI,40403135,S,28,32.79,33.86,55.27,46.88,45.64,37.21,0.0,20,1,22,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
23,2001023,SMA HASRATI KENDARI,40402557,S,7,46.57,26.0,27.5,36.43,42.29,34.57,0.0,20,1,23,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
24,2001024,MAN 1 KENDARI,40405909,N,75,56.75,37.6,40.47,41.07,49.57,40.88,0.0,20,1,24,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
25,2001026,MA  DDI LABIBIA,40404107,S,21,55.9,29.05,22.86,33.81,43.62,37.62,0.0,20,1,26,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
26,2001028,MA DARUL MUKHLISIN,60730010,S,20,52.8,34.3,22.5,34.38,42.8,38.6,0.0,20,1,28,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
27,2001029,MA INDOTEC KENDARI,,S,24,60.17,52.58,39.79,58.54,57.33,39.67,0.0,20,1,29,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
28,2001031,MA ASY-SYAFIIYAH KENDARI,60729403,S,12,44.0,28.17,22.5,29.58,38.0,34.33,0.0,20,1,31,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
29,2001033,SMA NEGERI 10 KENDARI,69762786,N,64,48.09,38.19,26.29,57.62,45.66,39.69,0.0,20,1,33,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA KENDARI
30,2002001,SMA NEGERI 1 BAUBAU,40402755,N,133,59.04,48.57,43.44,53.8,53.95,51.44,0.0,20,2,1,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA BAUBAU
31,2002002,SMA NEGERI 5 BAUBAU,40402977,N,75,49.49,32.77,23.2,35.9,45.36,40.83,0.0,20,2,2,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA BAUBAU
32,2002003,SMA NEGERI 6 BAUBAU,40402978,N,34,55.29,58.0,33.09,37.72,57.76,41.82,0.0,20,2,3,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA BAUBAU
33,2002004,SMA SWASTA 1 MUHAMMADIYAH BAUBAU,40402980,S,24,41.75,34.58,23.75,30.42,37.0,31.83,0.0,20,2,4,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA BAUBAU
34,2002005,SMA SWASTA 2 MUHAMMADIYAH BAUBAU,40402979,S,62,37.45,32.42,21.73,26.37,30.52,29.06,0.0,20,2,5,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA BAUBAU
35,2002007,SMA NEGERI 2 BAUBAU,40402768,N,80,54.63,43.28,36.03,54.03,52.45,48.7,0.0,20,2,7,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA BAUBAU
36,2002008,SMA NEGERI 3 BAUBAU,40402769,N,76,49.32,25.95,23.29,35.92,43.05,35.16,0.0,20,2,8,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA BAUBAU
37,2002009,SMA NEGERI 4 BAUBAU,40402770,N,100,46.54,35.12,29.4,43.4,45.6,36.02,0.0,20,2,9,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA BAUBAU
38,2002010,SMA SWASTA BATARAGURU BAUBAU,40402771,S,49,42.61,50.57,29.39,39.49,42.0,35.51,0.0,20,2,10,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA BAUBAU
39,2002011,SMA SWASTA MUTIARA BAUBAU,40402981,S,39,43.85,32.41,23.91,28.21,39.03,29.79,0.0,20,2,11,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA BAUBAU
40,2002013,MAN 1 BAUBAU,40405907,N,70,44.17,43.49,22.46,40.25,41.89,31.66,0.0,20,2,13,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA BAUBAU
41,2002016,MA AL HUDA SORAWOLIO,40405908,S,19,58.84,45.89,43.82,33.68,43.79,42.0,0.0,20,2,16,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA BAUBAU
42,2002017,MA AL-BAROKAH KOLESE,40405906,S,8,45.5,22.0,24.38,25.31,32.0,32.25,0.0,20,2,17,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KOTA BAUBAU
43,2003001,SMA NEGERI 1 UNAAHA,40400242,N,94,50.7,47.0,42.53,46.7,50.83,51.38,0.0,20,3,1,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KABUPATEN KONAWE
44,2003002,SMA NEGERI 2 UNAAHA,40400232,N,41,48.98,36.2,34.15,43.23,53.95,35.66,0.0,20,3,2,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KABUPATEN KONAWE
45,2003003,SMA NEGERI 1 ANGGABERI,40403658,N,58,43.21,24.14,22.07,27.2,38.66,33.79,0.0,20,3,3,2016,SULAWESI TENGGARA,SULAWESI TENGGARA,KABUPATEN KONAWE
