No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
1,1801001,SMA NEGERI  1 PALU,40203524,N,146,49.85,48.11,32.26,56.71,46.49,39.27,0.0,18,1,1,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
2,1801002,SMA BERDIKARI PALU,40203520,S,16,36.38,31.88,19.53,23.13,34.63,33.0,0.0,18,1,2,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
3,1801003,SMA NEGERI 3 PALU,40203612,N,163,55.12,44.65,42.56,63.63,51.99,43.23,0.0,18,1,3,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
4,1801004,SMA NEGERI 5 PALU,40203610,N,84,50.55,33.38,26.01,40.24,46.45,41.05,0.0,18,1,4,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
5,1801005,SMA KARYA BHAKTI MAMBORO,40203518,S,23,40.7,28.7,24.89,29.02,34.52,33.65,0.0,18,1,5,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
6,1801006,SMA NEGERI 7 PALU,40203608,N,74,52.22,35.86,47.16,49.93,52.43,56.76,0.0,18,1,6,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
7,1801007,SMA NEGERI 9 PALU,40203875,N,53,46.72,50.11,44.58,46.51,47.17,56.79,0.0,18,1,7,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
8,1801008,SMA KRISTEN BALA KESELAMATAN PALU,40203515,S,68,55.24,40.38,50.55,44.04,51.41,44.09,0.0,18,1,8,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
9,1801009,SMA GKST PALU,40203514,S,42,54.48,46.19,34.46,50.54,48.62,41.76,0.0,18,1,9,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
10,1801010,SMA MUHAMMADIYAH I PALU,40203512,S,24,46.17,25.83,23.75,27.92,39.33,32.08,0.0,18,1,10,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
11,1801011,SMA ADVENT PALU,40203522,S,9,45.78,35.78,41.67,58.89,43.56,34.0,0.0,18,1,11,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
12,1801012,SMA NEGERI 2 PALU,40203631,N,66,56.3,39.21,30.23,37.31,44.61,41.79,0.0,18,1,12,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
13,1801013,SMA NEGERI 4 PALU,40203611,N,111,53.26,32.36,26.06,38.24,45.21,44.14,0.0,18,1,13,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
14,1801014,SMA PGRI 1 PALU,40203511,S,31,43.35,22.9,21.05,28.23,36.32,31.68,0.0,18,1,14,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
15,1801015,SMA PGRI 2 PALU,40203510,S,35,42.97,24.06,22.43,30.14,33.94,32.51,0.0,18,1,15,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
16,1801016,SMA NEGERI 6 PALU,40203609,N,42,39.43,36.1,25.24,35.12,35.24,31.76,0.0,18,1,16,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
17,1801017,SMA NEGERI 8 PALU,40203607,N,57,40.98,29.23,21.18,30.88,42.98,40.04,0.0,18,1,17,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
18,1801018,SMA ALKHAIRAAT PALU,40203521,S,19,47.26,31.68,30.0,36.05,37.68,34.21,0.0,18,1,18,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
19,1801019,SMA SWADAYA PALU,40203509,S,18,43.67,21.22,22.08,30.14,37.44,34.22,0.0,18,1,19,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
20,1801020,SMA KARUNA DIPA PALU,40203519,S,31,57.23,55.87,39.03,54.6,49.35,47.23,0.0,18,1,20,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
21,1801021,SMA KATOLIK SANTO ANDREAS PALU,40203516,S,35,54.97,51.37,30.21,52.64,57.66,47.37,0.0,18,1,21,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
22,1801022,SMA GPID PALU,40203513,S,11,52.0,46.73,22.95,52.95,48.73,41.09,0.0,18,1,22,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
23,1801023,SMA NEGERI MODEL TERPADU MADANI PALU,40203776,N,12,72.33,60.17,62.92,56.88,56.0,69.33,0.0,18,1,23,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
24,1801024,MA NEGERI 2 MODEL PALU,40203685,N,67,56.06,47.1,31.6,38.43,48.87,42.3,0.0,18,1,24,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
25,1801025,MA NURUL FALAH KAWATUNA,40209855,S,10,45.4,23.2,22.0,30.25,42.6,39.8,0.0,18,1,25,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
26,1801026,MA KARYA THAYIBAH TAWAELI,40209858,S,33,37.27,23.03,21.74,25.91,34.18,29.03,0.0,18,1,26,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
27,1801027,MA ALKHAIRAAT TONDO,69727850,S,40,41.85,36.7,21.69,40.19,34.1,34.2,0.0,18,1,27,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
28,1801028,MA PUTRI AISIYAH PALU,40209857,S,15,51.87,38.13,44.0,31.5,43.6,32.53,0.0,18,1,28,2016,SULAWESI TENGAH,SULAWESI TENGAH,KOTA PALU
