No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
1,1501001,SMA NEGERI 1 BANJARMASIN,30304280.0,N,105,76.4,73.68,55.12,59.58,70.7,69.52,0.0,15,1,1,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
2,1501002,SMA NEGERI 2 BANJARMASIN,30304285.0,N,193,70.7,59.32,37.1,56.34,61.29,64.22,0.0,15,1,2,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
3,1501003,SMA NEGERI 3 BANJARMASIN,30304273.0,N,64,73.75,65.66,57.89,54.64,70.68,72.8,0.0,15,1,3,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
4,1501004,SMA NEGERI 4 BANJARMASIN,30304272.0,N,117,65.62,47.68,33.55,52.8,54.41,63.6,0.0,15,1,4,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
5,1501005,SMA NEGERI 5 BANJARMASIN,30304271.0,N,150,66.65,52.71,33.45,47.5,56.0,57.81,0.0,15,1,5,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
6,1501006,SMA NEGERI 6 BANJARMASIN,30304259.0,N,88,62.05,50.34,32.67,47.88,60.11,57.36,0.0,15,1,6,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
7,1501007,SMA NEGERI 7 BANJARMASIN,30304260.0,N,54,74.11,69.78,48.15,50.0,63.71,69.71,0.0,15,1,7,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
8,1501008,SMA NEGERI 8 BANJARMASIN,30304261.0,N,127,62.36,40.36,28.9,53.0,52.21,46.0,0.0,15,1,8,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
9,1501009,SMA NEGERI 9 BANJARMASIN,30304262.0,N,71,60.45,37.97,30.07,36.73,48.29,49.0,0.0,15,1,9,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
10,1501010,SMA NEGERI 10 BANJARMASIN,30304281.0,N,93,58.34,37.59,27.69,44.38,49.63,48.0,0.0,15,1,10,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
11,1501011,SMA NEGERI 11 BANJARMASIN,30304282.0,N,99,62.63,42.71,30.28,41.59,53.9,45.5,0.0,15,1,11,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
12,1501012,SMA NEGERI 12 BANJARMASIN,30304283.0,N,56,59.86,36.25,29.78,67.5,49.15,44.67,0.0,15,1,12,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
13,1501013,SMA NEGERI 13 BANJARMASIN,30304284.0,N,63,58.92,35.94,31.15,40.94,46.86,46.5,0.0,15,1,13,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
14,1501014,SMA PGRI 1 BANJARMASIN,30304435.0,S,32,56.88,37.69,24.77,33.46,50.0,48.0,0.0,15,1,14,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
15,1501015,SMA PGRI 2 BANJARMASIN,30304275.0,S,228,61.75,37.89,28.89,49.32,50.82,47.26,0.0,15,1,15,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
16,1501016,SMA PGRI 3 BANJARMASIN,30304276.0,S,16,57.0,35.13,25.63,52.5,47.6,0.0,0.0,15,1,16,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
17,1501017,SMA PGRI 4 BANJARMASIN,30304521.0,S,28,49.57,31.64,24.73,0.0,43.44,33.33,0.0,15,1,17,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
18,1501018,SMA PGRI 6 BANJARMASIN,30304277.0,S,76,56.84,38.55,27.11,45.83,49.39,43.57,0.0,15,1,18,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
19,1501019,SMA PGRI 7 BANJARMASIN,30304278.0,S,25,50.96,32.24,26.2,45.0,45.25,0.0,0.0,15,1,19,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
20,1501021,SMA KRISTEN BANJARMASIN,30304258.0,S,10,48.2,35.4,29.0,0.0,45.2,0.0,0.0,15,1,21,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
21,1501023,SMA KORPRI  BANJARMASIN,30304257.0,S,69,54.84,34.93,27.61,43.13,48.34,0.0,0.0,15,1,23,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
22,1501024,SMA MUHAMMADIYAH 1 BANJARMASIN,30304274.0,S,34,58.12,42.12,25.51,45.0,47.18,40.13,0.0,15,1,24,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
23,1501025,SMA MUHAMMADIYAH 2 BANJARMASIN,30305020.0,S,26,57.46,35.46,27.31,52.5,52.0,36.67,0.0,15,1,25,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
24,1501027,SMA ISLAM SABILAL MUHTADIN BANJARMASIN,30304240.0,S,16,63.0,46.25,27.34,40.36,52.0,54.0,0.0,15,1,27,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
25,1501028,SMA FRATER DON BOSCO BANJARMASIN,30304297.0,S,55,71.78,56.76,37.68,57.0,60.77,57.82,0.0,15,1,28,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
26,1501029,SMA KRISTEN KANAAN,30304468.0,S,81,76.4,76.84,50.62,64.46,72.9,69.5,0.0,15,1,29,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
27,1501030,MA NEGERI 1 BANJARMASIN,30315577.0,N,99,67.13,48.93,33.16,44.95,52.93,49.0,0.0,15,1,30,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
28,1501031,MA NEGERI 2 BANJARMASIN,30315579.0,N,75,70.16,57.68,32.13,54.34,58.4,56.36,0.0,15,1,31,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
29,1501032,MA NEGERI 3 BANJARMASIN,30315578.0,N,70,65.6,45.43,32.86,43.89,54.91,53.67,0.0,15,1,32,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
30,1501033,MA IRTIQAIYAH BANJARMASIN,30315573.0,S,11,53.27,42.18,25.23,0.0,44.18,0.0,0.0,15,1,33,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
31,1501034,MA AL ISTIQAMAH BANJARMASIN,30315576.0,S,42,59.62,42.33,40.77,35.0,56.49,37.5,0.0,15,1,34,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
32,1501035,MA SITI MARIAM BANJARMASIN,30315575.0,S,26,53.38,28.92,26.92,53.0,44.18,40.2,0.0,15,1,35,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
33,1501036,MA SMIP 1946 BANJARMASIN,30315580.0,S,25,58.8,34.0,27.0,42.5,51.43,39.23,0.0,15,1,36,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
34,1501037,MA MUHAMMADIYAH BANJARMASIN,30315572.0,S,18,55.22,33.33,25.14,36.25,46.67,34.0,0.0,15,1,37,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
35,1501041,MA PLUS AL HAMID,69754401.0,S,21,64.1,49.43,30.6,57.5,55.2,47.0,0.0,15,1,41,2018,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KOTA BANJARMASIN
