No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
1,3101001,SMAN 1 TANJUNGPINANG,11000433,N,121,72.78,74.5,46.18,65.98,68.16,62.0,0.0,31,1,1,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA TANJUNGPINANG
2,3101002,SMAN 2 TANJUNGPINANG,11000434,N,125,69.46,58.83,38.06,46.34,60.03,57.45,0.0,31,1,2,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA TANJUNGPINANG
3,3101003,SMAN 3 TANJUNGPINANG,11000435,N,105,56.7,38.04,26.95,41.92,49.81,45.05,0.0,31,1,3,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA TANJUNGPINANG
4,3101004,SMAN 4 TANJUNGPINANG,11000436,N,161,61.13,53.75,32.27,47.86,55.02,50.72,0.0,31,1,4,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA TANJUNGPINANG
5,3101005,SMAN 5 TANJUNGPINANG,11000437,N,115,63.17,46.75,29.85,44.32,57.9,51.25,0.0,31,1,5,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA TANJUNGPINANG
6,3101006,SMAN 6 TANJUNGPINANG,11001975,N,72,58.03,34.11,28.89,39.81,46.74,32.0,0.0,31,1,6,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA TANJUNGPINANG
7,3101007,SMA MUHAMMADIYAH TANJUNGPINANG,11001974,S,13,55.54,35.08,26.15,0.0,46.89,50.5,0.0,31,1,7,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA TANJUNGPINANG
8,3101008,SMA PGRI TANJUNGPINANG,11001976,S,26,59.85,37.38,26.06,39.81,0.0,0.0,0.0,31,1,8,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA TANJUNGPINANG
9,3101009,SMAK SANTA MARIA TANJUNGPINANG,11001977,S,44,65.95,64.91,39.55,75.0,63.33,56.64,0.0,31,1,9,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA TANJUNGPINANG
10,3101010,SMA S PELITA NUSANTARA TANJUNGPINANG,11002361,S,17,68.82,65.06,26.18,43.68,0.0,0.0,0.0,31,1,10,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA TANJUNGPINANG
11,3101012,SMA MAITREYAWIRA TANJUNGPINANG,11003244,S,11,67.27,67.82,38.64,51.43,69.33,56.0,0.0,31,1,12,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA TANJUNGPINANG
12,3101101,MAN TANJUNGPINANG,11003330,N,82,56.02,37.78,29.09,42.0,51.13,50.22,0.0,31,1,101,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA TANJUNGPINANG
13,3101102,MA MIFTAHUL ULUM TANJUNGPINANG,11003331,S,16,51.75,32.88,28.44,0.0,46.13,0.0,0.0,31,1,102,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA TANJUNGPINANG
14,3102001,SMAN 1 BATAM,11000360,N,174,75.93,68.25,44.18,54.39,70.71,64.94,0.0,31,2,1,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
15,3102002,SMAN 2 BATAM,11000359,N,102,64.25,43.59,30.42,46.4,52.06,52.47,0.0,31,2,2,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
16,3102003,SMAN 3 BATAM,11002197,N,112,75.73,70.43,49.69,62.27,70.1,71.22,0.0,31,2,3,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
17,3102004,SMAN 4 BATAM,11002198,N,286,63.71,47.68,30.84,50.49,59.2,52.78,0.0,31,2,4,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
18,3102005,SMAN 5 BATAM,11002199,N,235,71.34,54.37,37.48,52.24,65.13,60.75,0.0,31,2,5,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
19,3102006,SMAN 6 BATAM,11002200,N,5,62.0,39.2,56.5,0.0,63.2,0.0,0.0,31,2,6,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
20,3102007,SMAN 7 BATAM,11002201,N,38,60.89,35.11,30.13,0.0,49.84,0.0,0.0,31,2,7,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
21,3102008,SMAN 8 BATAM,11002202,N,232,63.42,50.07,33.81,56.2,57.35,50.56,0.0,31,2,8,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
22,3102009,SMAN 9 BATAM,11002203,N,30,63.27,62.2,68.17,67.27,57.56,57.6,0.0,31,2,9,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
23,3102010,SMAN 10 BATAM,11002194,N,63,50.57,30.1,28.49,45.0,42.74,47.73,0.0,31,2,10,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
24,3102011,SMAN 11 BATAM,11002195,N,33,60.73,41.33,28.94,53.33,57.0,55.0,0.0,31,2,11,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
25,3102012,SMAN 12 BATAM,11002196,N,112,63.57,46.61,34.6,47.84,57.53,61.38,0.0,31,2,12,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
26,3102013,SMAN 13 BATAM,11002455,N,47,53.23,36.6,29.79,0.0,47.91,0.0,0.0,31,2,13,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
27,3102014,SMAN 14 BATAM,11002457,N,100,64.48,44.36,31.95,46.98,61.02,51.33,0.0,31,2,14,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
28,3102015,SMAN 15 BATAM,11002458,N,173,68.92,55.48,38.28,56.45,65.18,67.0,0.0,31,2,15,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
29,3102016,SMAK YOS SUDARSO,11002204,S,182,80.98,74.45,59.89,68.87,73.19,70.64,0.0,31,2,16,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
30,3102017,SMA MUHAMMADIYAH 1,11002192,S,21,57.81,42.57,28.69,52.5,46.46,51.43,0.0,31,2,17,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
31,3102018,SMA AL-AZHAR,11002182,S,25,64.48,42.88,31.9,0.0,56.89,59.0,0.0,31,2,18,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
32,3102019,SMA KARTINI,11002189,S,50,65.52,65.32,34.95,61.25,64.38,55.0,0.0,31,2,19,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
33,3102020,SMA ANANDA,11002183,S,62,64.68,66.87,54.31,71.76,56.0,67.55,0.0,31,2,20,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
34,3102022,SMA KRISTEN IMMANUEL,11002190,S,50,71.04,68.44,47.85,61.97,58.9,58.91,0.0,31,2,22,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
35,3102023,SMA DJUWITA,11002184,S,13,81.23,71.38,48.46,67.5,64.0,72.0,0.0,31,2,23,2018,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
