No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
1,23010001,SMA NEGERI 1 MATARAM,50204503,N,121,78.79,67.52,42.02,57.73,69.33,67.81,63.83,23,1,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
2,23010002,SMA NW MATARAM,50204489,S,15,53.33,36.13,29.33,0.0,45.2,0.0,41.0,23,1,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
3,23010003,SMA MUHAMMADIYAH MATARAM,50204491,S,14,53.71,39.57,31.25,44.38,45.67,0.0,42.37,23,1,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
4,23010004,SMA NEGERI 2 MATARAM,50204517,N,296,70.13,52.03,34.39,60.91,57.9,55.75,53.6,23,1,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
5,23010006,SMA TRISAKTI MATARAM,50204502,S,20,52.7,42.2,29.25,0.0,45.0,0.0,42.29,23,1,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
6,23010007,SMA HANGTUAH MATARAM,50204497,S,22,49.09,33.64,29.43,0.0,45.64,0.0,39.45,23,1,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
7,23010008,SMA NEGERI 7 MATARAM,50204513,N,181,50.91,38.74,29.6,52.05,44.82,40.59,40.79,23,1,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
8,23010009,SMA NEGERI 3 MATARAM,50204512,N,200,69.69,51.36,34.64,52.57,61.6,50.41,52.8,23,1,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
9,23010010,SMA DARUL HIKMAH MATARAM,50204498,S,9,58.22,39.78,32.5,0.0,58.44,0.0,47.24,23,1,1,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
10,23010012,SMA NEGERI 6 MATARAM,50204514,N,176,60.1,38.28,30.23,52.0,50.77,49.0,44.85,23,1,1,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
11,23010013,SMA NEGERI 4 MATARAM,50204516,N,143,62.42,40.24,30.89,49.42,51.78,46.18,45.8,23,1,1,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
12,23010014,SMA 45 MATARAM,50204501,S,17,45.38,36.24,27.21,0.0,46.67,0.0,36.83,23,1,1,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
13,23010016,SMA DARUL FALAH PAGUTAN,50204499,S,33,53.58,36.67,28.48,39.5,43.71,37.88,39.59,23,1,1,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
14,23010017,SMAK KESUMA CAKRANEGARA,50204494,S,76,75.18,59.39,36.81,74.38,63.92,62.0,59.15,23,1,1,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
15,23010018,SMA NEGERI 5 MATARAM,50204515,N,127,72.2,52.91,32.91,54.75,52.86,57.89,53.85,23,1,1,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
16,23010019,SMA NASIONAL MATARAM,50204490,S,11,50.18,34.73,27.5,0.0,48.18,0.0,40.15,23,1,1,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
17,23010020,SMA JANAMARGA MATARAM,50204495,S,11,49.45,35.64,26.14,0.0,47.82,0.0,39.76,23,1,2,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
18,23010021,SMA KERTYA WISATA MATARAM,50204493,S,13,60.0,39.23,32.88,38.13,70.0,0.0,43.18,23,1,2,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
19,23010023,MA NEGERI 1 MATARAM,50105650,N,117,66.29,42.99,32.5,62.4,56.28,49.43,49.74,23,1,2,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
20,23010024,MA AL-RAISYIAH MATARAM,50105653,S,25,58.88,37.68,31.9,0.0,51.12,0.0,44.9,23,1,2,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
21,23010025,MA DARUL AMAN MATARAM,50105648,S,19,68.74,38.95,30.13,0.0,57.37,0.0,48.8,23,1,2,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
22,23010026,MA NW MATARAM,50105652,S,23,48.7,35.74,25.54,0.0,43.48,0.0,38.37,23,1,2,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
23,23010027,MA NEGERI 2 MATARAM,50105651,N,146,72.62,50.03,34.57,64.05,59.87,61.86,54.47,23,1,2,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
24,23010029,MA NURUL IMAN PAGUTAN,50105654,S,7,36.29,33.43,28.93,0.0,41.43,0.0,35.02,23,1,2,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
25,23010031,SMA NEGERI 8 MATARAM,50204511,N,146,60.0,41.36,28.12,44.69,49.13,53.68,44.62,23,1,3,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
26,23010032,MA AL-BAROKAH MATARAM,50105656,S,16,49.75,34.88,29.84,0.0,47.88,0.0,40.59,23,1,3,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
27,23010033,MA AL-INTHISOR,50105649,S,16,54.63,38.63,31.09,0.0,48.25,0.0,43.15,23,1,3,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
28,23010034,MA MIFTAHUL ISHLAH TEMBELOK,50223280,S,26,68.62,40.15,34.52,0.0,57.23,0.0,50.13,23,1,3,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
29,23010037,MAS NURUSSALAMAH,69881516,S,15,54.93,34.93,32.33,0.0,49.07,0.0,42.82,23,1,3,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
30,23010041,SMA TUNAS DAUD,69970103,S,13,84.92,78.92,53.65,71.35,0.0,0.0,72.22,23,1,4,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA MATARAM
31,23020001,SMA NEGERI 1 KOTA BIMA,50204732,N,101,66.38,40.93,31.53,45.28,53.51,50.47,47.41,23,2,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA BIMA
32,23020004,SMA NEGERI 2 KOTA BIMA,50204731,N,98,46.76,36.0,28.67,44.22,39.54,37.4,37.7,23,2,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA BIMA
33,23020005,SMA AL-HIDAYAH,50204727,S,6,31.33,30.0,31.67,35.0,37.0,26.0,31.8,23,2,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA BIMA
34,23020007,SMA NEGERI 3 KOTA BIMA,50204730,N,59,38.81,32.0,28.6,60.0,38.17,0.0,34.49,23,2,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA BIMA
35,23020009,SMA PGRI,50204737,S,20,34.9,35.2,27.88,0.0,0.0,33.5,32.87,23,2,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA BIMA
36,23020010,SMA NEGERI 4 KOTA BIMA,50204729,N,117,54.87,36.26,28.97,43.79,46.67,45.64,41.48,23,2,1,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA BIMA
37,23020011,SMA MUHAMMADIYAH,50204733,S,11,48.36,36.91,28.18,0.0,38.8,28.0,37.82,23,2,1,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA BIMA
38,23020012,SMA ISLAM AL-IKHWAN,50219694,S,19,38.42,35.79,28.42,0.0,37.79,0.0,35.11,23,2,1,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA BIMA
39,23020013,SMA NEGERI 5 KOTA BIMA,50204715,N,33,43.88,36.55,29.09,37.22,40.59,36.29,37.07,23,2,1,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA BIMA
40,23020014,SMA SINAR JAYA,50204735,S,36,34.72,34.94,28.54,0.0,34.5,0.0,33.18,23,2,1,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA BIMA
41,23020015,MA NEGERI 1 KOTA BIMA,50223277,N,58,48.48,35.62,28.23,40.0,45.33,35.94,37.82,23,2,1,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA BIMA
42,23020017,MA NEGERI 2 KOTA BIMA,50223278,N,68,52.18,35.94,30.07,61.67,47.91,46.35,41.73,23,2,1,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA BIMA
43,23020019,MA NURUL IHKSAN,50223276,S,24,40.92,32.25,31.04,0.0,38.67,0.0,35.72,23,2,1,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA BIMA
44,23020025,SMA IT NURUL HUDA NW,69930602,S,9,36.89,35.56,29.72,0.0,41.33,0.0,35.88,23,2,2,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA BIMA
45,23020026,SMAS ISLAM AL-KHITHAB AL-ISLAMY,69948934,S,10,56.6,36.0,25.0,0.0,0.0,38.0,38.9,23,2,2,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KOTA BIMA
46,23030001,SMA NEGERI 1 LEMBAR,50200382,N,77,54.36,36.26,27.44,41.25,43.22,62.0,40.39,23,3,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT
47,23030002,SMA NEGERI 1 SEKOTONG,50200378,N,38,47.47,36.47,27.5,38.13,42.27,0.0,38.21,23,3,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT
48,23030003,SMA NEGERI 1 GERUNG,50200376,N,134,59.37,41.01,30.5,52.09,52.33,0.0,45.79,23,3,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT
49,23030004,SMA NEGERI 2 GERUNG,50220295,N,45,49.42,36.13,29.61,0.0,40.61,39.36,38.79,23,3,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT
50,23030005,MA NW DASAN TAPEN GERUNG,50222398,S,36,54.67,37.78,39.65,0.0,0.0,50.39,45.62,23,3,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT
51,23030006,MA ISLAHUL UMMAH BATU MULIK GERUNG,50222403,S,32,47.19,37.94,35.94,39.53,0.0,0.0,40.15,23,3,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT
52,23030007,MA MANBAUL ULUM DASAN KETUJUR,50222399,S,21,53.62,36.29,29.29,0.0,49.62,0.0,42.2,23,3,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT
53,23030008,SMA NEGERI 1 LABUAPI,50205414,N,34,56.29,39.71,28.38,51.88,44.58,46.33,42.53,23,3,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT
54,23030009,SMA ISLAM ABHARIYAH,50205410,S,16,54.88,37.13,30.31,38.75,0.0,0.0,40.27,23,3,0,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT
