No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
1,1601001,SMA NEGERI 1 SAMARINDA,30401066.0,N,97,68.37,58.64,58.02,50.0,60.97,69.13,0.0,16,1,1,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
2,1601002,SMA NEGERI 2 SAMARINDA,30401059.0,N,119,65.34,53.23,55.4,48.42,56.86,57.98,0.0,16,1,2,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
3,1601003,SMA NEGERI 3 SAMARINDA,30401058.0,N,155,66.63,53.6,54.87,52.92,57.19,63.19,0.0,16,1,3,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
4,1601004,SMA NEGERI 4 SAMARINDA,30401050.0,N,173,51.02,34.62,22.15,33.51,42.29,39.98,0.0,16,1,4,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
5,1601005,SMA NEGERI 5 SAMARINDA,30401051.0,N,172,65.22,49.83,40.39,47.21,55.4,55.67,0.0,16,1,5,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
6,1601006,SMA NEGERI 6 SAMARINDA,30401052.0,N,79,56.78,31.11,24.62,38.13,51.72,44.96,0.0,16,1,6,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
7,1601007,SMA NEGERI 7 SAMARINDA,30401053.0,N,75,53.65,28.67,23.83,34.53,43.23,42.0,0.0,16,1,7,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
8,1601008,SMA NEGERI 8 SAMARINDA,30401054.0,N,96,67.04,50.5,48.85,52.63,57.71,61.92,0.0,16,1,8,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
9,1601009,SMA NEGERI 9 SAMARINDA,30401055.0,N,80,53.68,29.15,22.28,35.34,42.48,41.48,0.0,16,1,9,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
10,1601010,SMA NEGERI 10 SAMARINDA,30401067.0,N,14,70.0,60.57,46.79,57.86,61.29,71.43,0.0,16,1,10,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
11,1601011,SMA NEGERI 11 SAMARINDA,30401068.0,N,72,59.67,41.14,27.4,37.53,47.94,45.33,0.0,16,1,11,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
12,1601012,SMA NEGERI 12 SAMARINDA,30401060.0,N,12,54.5,28.5,26.25,36.46,43.17,43.0,0.0,16,1,12,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
13,1601013,SMA NEGERI 13 SAMARINDA,30404267.0,N,63,58.41,30.41,25.4,38.53,49.33,49.24,0.0,16,1,13,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
14,1601014,SMA NEGERI 14 SAMARINDA,30404268.0,N,60,51.1,30.37,23.42,35.75,41.4,42.1,0.0,16,1,14,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
15,1601015,SMA TERBUKA 11 SAMARINDA,30401068.0,N,9,44.44,24.44,22.78,33.33,38.0,34.44,0.0,16,1,15,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
16,1601019,SMA MUHAMMADIYAH 2 SAMARINDA,30404266.0,S,12,47.67,28.67,24.38,29.17,39.17,31.0,0.0,16,1,19,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
17,1601021,SMA ISLAM SAMARINDA,30404461.0,S,28,45.64,30.0,22.14,32.68,39.29,33.5,0.0,16,1,21,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
18,1601022,SMA MAARIF SAMARINDA,30404265.0,S,36,41.44,26.06,24.65,27.71,33.89,32.33,0.0,16,1,22,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
19,1601023,SMA WIDYA PRAJA SAMARINDA,30404552.0,S,30,45.8,25.13,23.17,31.92,35.73,31.2,0.0,16,1,23,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
20,1601025,SMA GOTONG ROYONG SAMARINDA,30404178.0,S,25,48.0,24.88,21.3,30.7,38.4,37.52,0.0,16,1,25,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
21,1601026,SMA TUNAS KELAPA SAMARINDA,30404598.0,S,20,52.0,32.1,22.13,32.38,39.2,37.1,0.0,16,1,26,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
22,1601027,SMA IMMANUEL SAMARINDA,30401062.0,S,10,49.2,25.8,26.75,28.75,41.4,35.4,0.0,16,1,27,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
23,1601028,SMA KATOLIK W.R. SOEPRATMAN NO.020 SAMARINDA,30401063.0,S,51,63.65,50.86,32.01,46.32,56.31,51.33,0.0,16,1,28,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
24,1601029,SMA SETIA MARGA SAMARINDA,30404270.0,S,35,48.4,38.17,28.57,31.29,36.91,37.14,0.0,16,1,29,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
25,1601032,MA NEGERI 1 SAMARINDA,30315164.0,N,51,57.41,34.59,34.71,38.24,46.12,49.41,0.0,16,1,32,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
26,1601033,MA NEGERI 2 SAMARINDA,30315160.0,N,63,67.62,59.81,52.26,51.39,57.3,61.68,0.0,16,1,33,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
27,1601034,MA AN-NUR SAMARINDA,30315167.0,S,14,55.29,47.29,19.82,31.07,50.0,41.14,0.0,16,1,34,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
28,1601035,MA DARUL IHSAN SAMARINDA,30315165.0,S,30,54.27,70.07,51.92,76.5,66.6,50.13,0.0,16,1,35,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
29,1601036,MA SABILAL MUHTADIN SAMARINDA,30315168.0,S,9,52.67,50.89,46.39,29.44,40.44,33.33,0.0,16,1,36,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
30,1601037,MA AL-ARSYADI SAMARINDA,30315163.0,S,20,62.9,44.7,24.25,37.5,62.1,44.7,0.0,16,1,37,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
31,1601038,MA DDI TANI AMAN SAMARINDA,30315162.0,S,19,56.74,60.21,45.53,52.76,71.89,44.0,0.0,16,1,38,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
32,1601044,MA AS-SADIYAH SAMARINDA,30404263.0,S,9,58.89,46.0,76.11,34.72,42.44,44.22,0.0,16,1,44,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
33,1601046,SMA KRISTEN SUNODIA SAMARINDA,30404179.0,S,35,72.17,70.11,65.71,59.29,64.29,64.69,0.0,16,1,46,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
34,1601047,SMA SYAICHONA CHOLIL SAMARINDA,30403013.0,S,26,53.38,28.92,26.44,34.13,46.38,40.08,0.0,16,1,47,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
35,1601048,SMAN 15 SAMARINDA,30404551.0,N,23,55.39,27.48,25.0,39.35,48.17,47.04,0.0,16,1,48,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
36,1601049,SMAN 16 SAMARINDA,30404462.0,N,86,57.67,40.74,26.63,38.11,47.47,43.7,0.0,16,1,49,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
37,1601050,SMAN 17 SAMARINDA,30404304.0,N,27,46.52,26.44,22.31,29.54,37.7,34.22,0.0,16,1,50,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
38,1601054,SMA KATOLIK SANTO FRANSSIKUS ASSISI SAMARINDA,30403011.0,S,63,66.06,52.06,35.36,47.46,59.52,53.24,0.0,16,1,54,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
39,1601060,SMA NEGERI KHUSUS OLAHRAGAWAN SAMARINDA,30407660.0,N,27,55.56,45.7,28.06,39.44,45.63,42.37,0.0,16,1,60,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
40,1601160,MA AL-USWAH SAMARINDA,69788222.0,S,22,63.82,34.73,34.89,44.55,54.27,55.45,0.0,16,1,160,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
41,1601161,SMA PLUS MELATI SAMARINDA,69774826.0,S,7,67.71,47.43,33.93,37.5,50.57,59.14,0.0,16,1,161,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
42,1601162,SMA ISLAM BUNGA BANGSA SAMARINDA,69761840.0,S,6,71.67,45.0,51.25,51.67,67.67,57.0,0.0,16,1,162,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA SAMARINDA
43,1602001,SMA NEGERI 1 BALIKPAPAN,30401491.0,N,97,72.72,66.45,67.06,57.65,62.14,74.7,0.0,16,2,1,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA BALIKPAPAN
44,1602002,SMA NEGERI 2 BALIKPAPAN,30401490.0,N,127,70.3,60.65,50.87,50.87,58.2,65.37,0.0,16,2,2,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA BALIKPAPAN
45,1602003,SMA NEGERI 3 BALIKPAPAN,30401489.0,N,174,63.86,38.31,33.09,44.57,49.16,53.69,0.0,16,2,3,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA BALIKPAPAN
46,1602004,SMA NEGERI 4 BALIKPAPAN,30401488.0,N,224,65.69,51.02,37.23,47.7,55.03,59.32,0.0,16,2,4,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA BALIKPAPAN
47,1602005,SMA NEGERI 5 BALIKPAPAN,30401487.0,N,123,71.58,62.36,63.21,56.91,59.46,69.9,0.0,16,2,5,2016,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA BALIKPAPAN
