No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
1,2101001,SMA NEGERI 1 AMBON,60102008,N,78,69.96,75.34,66.04,58.37,70.0,56.41,0.0,21,1,1,2015,MALUKU,MALUKU,AMBON
2,2101002,SMA NEGERI 2 AMBON,60102006,N,178,66.41,75.14,63.97,69.2,69.94,53.94,0.0,21,1,2,2015,MALUKU,MALUKU,AMBON
3,2101003,SMA NEGERI 3 AMBON,60102005,N,107,57.74,62.04,71.61,76.45,74.32,51.5,0.0,21,1,3,2015,MALUKU,MALUKU,AMBON
4,2101004,SMA NEGERI 4 AMBON,60102004,N,221,59.74,63.44,38.11,47.56,51.17,36.64,0.0,21,1,4,2015,MALUKU,MALUKU,AMBON
5,2101005,SMA NEGERI 5 AMBON,60102002,N,110,59.5,58.43,53.76,51.18,61.35,36.44,0.0,21,1,5,2015,MALUKU,MALUKU,AMBON
6,2101006,SMA NEGERI 6 AMBON,60102013,N,109,48.34,57.55,24.36,46.93,54.24,30.61,0.0,21,1,6,2015,MALUKU,MALUKU,AMBON
7,2101007,SMA NEGERI 7 AMBON,60102014,N,41,49.7,66.8,68.02,56.4,58.54,31.02,0.0,21,1,7,2015,MALUKU,MALUKU,AMBON
8,2101008,SMA NEGERI 8 AMBON,60102015,N,35,55.37,63.83,31.22,57.5,44.0,47.14,0.0,21,1,8,2015,MALUKU,MALUKU,AMBON
9,2101009,SMA NEGERI 9 AMBON,60102025,N,37,53.39,69.62,36.34,41.96,46.86,29.89,0.0,21,1,9,2015,MALUKU,MALUKU,AMBON
10,2101010,SMA NEGERI 10 AMBON,60102007,N,72,56.81,49.83,22.42,34.03,45.81,33.94,0.0,21,1,10,2015,MALUKU,MALUKU,AMBON
11,2101011,SMA NEGERI 11 AMBON,60102965,N,261,56.47,80.47,70.45,48.62,65.85,46.23,0.0,21,1,11,2015,MALUKU,MALUKU,AMBON
12,2101012,SMA NEGERI 12 AMBON,60103097,N,108,54.63,63.18,29.21,51.2,62.37,31.11,0.0,21,1,12,2015,MALUKU,MALUKU,AMBON
13,2101013,SMA NEGERI 13 AMBON,60102966,N,228,46.19,68.16,46.27,40.5,54.07,30.74,0.0,21,1,13,2015,MALUKU,MALUKU,AMBON
14,2101014,SMA MARIA MEDIATRIX,60102020,S,21,39.97,48.0,23.81,40.36,47.81,27.14,0.0,21,1,14,2015,MALUKU,MALUKU,AMBON
15,2101015,SMA LKMD LAHA,60103096,S,35,44.89,31.84,20.54,28.36,41.54,29.6,0.0,21,1,15,2015,MALUKU,MALUKU,AMBON
16,2101016,SMA XAVERIUS AMBON,60102016,S,73,57.65,65.13,49.63,45.45,63.04,34.25,0.0,21,1,16,2015,MALUKU,MALUKU,AMBON
17,2101017,SMAS KRISTEN YPKPM,60102021,S,121,55.56,67.76,33.35,58.35,60.38,38.79,0.0,21,1,17,2015,MALUKU,MALUKU,AMBON
18,2101018,SMA PGRI 1 AMBON,60102967,S,96,48.88,61.05,36.19,55.39,53.63,34.6,0.0,21,1,18,2015,MALUKU,MALUKU,AMBON
19,2101019,SMA PGRI 2 AMBON,60102017,S,26,46.4,32.46,19.05,23.37,39.77,29.62,0.0,21,1,19,2015,MALUKU,MALUKU,AMBON
20,2101020,SMA MUHAMMADIYAH AMBON,60102019,S,39,37.68,60.31,55.55,34.68,53.13,27.64,0.0,21,1,20,2015,MALUKU,MALUKU,AMBON
21,2101021,SMA KRISTEN REHOBOTH,60102022,S,21,79.77,59.3,51.14,41.19,67.33,54.76,0.0,21,1,21,2015,MALUKU,MALUKU,AMBON
22,2101022,SMA PERTIWI AMBON,60102018,S,43,55.38,62.83,19.53,51.28,64.37,25.12,0.0,21,1,22,2015,MALUKU,MALUKU,AMBON
23,2101023,SMA ANGKASA PATTIMURA AMBON,60102023,S,35,55.41,50.33,37.15,69.29,66.74,52.34,0.0,21,1,23,2015,MALUKU,MALUKU,AMBON
